Description,Scenario,Building Type,Climate Zone,Template,EUI,Unmet Hours Occupied Cooling,Unmet Hours Occupied Heating,Exterior Equipment,Interior Equipment,Exterior Lighting,Interior Lighting,Refrigeration,Water Systems,Heat Recovery,Humidification,Heat Rejection,Fans,Pumps,Cooling,Heating,Heat Gain Electric Equipment,Heat Gain Gas Equipment,Heat Gain Lights,Heat Gain People,Heat Gain Infiltration,Heat Gain Ground,Heat Gain Walls,Heat Gain Windows,Heat Gain Roof,Heat Loss Infiltration,Heat Loss Ground,Heat Loss Window,Heat Loss Wall,Heat Loss Roof,Sum of Absolute End Use Errors Divided by EUI of Previous Scenario,Sum of End Use Errors Divided by EUI of Previous Scenario,Largest Contributor to Absolute End Use Error,EUI Error Versus Prototype as Percentage
SmallOffice ASHRAE 169-2006-1A DOE Ref Pre-1980,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-1A,DOE Ref Pre-1980,71.26440047,802.5,43.83,0,84241.98565,40803.52703,99871.48997,0,24150.38023,0,0,0,49940.48407,0,91236.876,1857.721556,84237.96107,0,99875.62056,16140.51052,15841.26172,140.5,93272,86663.01675,95928.5,13074.07487,168246.5,9352.21006,60093.6,52351.3,4.500196365044154,4.430891492936102,Fans,-5.868298893653645
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,41.8535588,117,5.5,0,50983.0829,23591.16812,68460.8306,0,23259.43213,0,0,0,22567.52563,0,38907.89279,2511.715369,50981.182,0,68456.71969,18796.92975,2416.695359,5371.9,47749.4,52171.32242,246845.5,41301.79591,107856.6,26118.18445,47332.4,200745.6,,,,
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,40.47026905,24.33,5.67,0,50983.0829,23591.16812,68460.8306,0,23287.86665,0,0,0,20387.54626,0,33486.37886,2483.280855,50981.182,0,68456.71969,19022.6771,2594.379671,2892.6,79042.7,53764.30655,91875.7,7885.723323,121518,25038.50666,76974.9,81078.2,3.325650313798019,3.300954885131535,Cooling,-3.305070798423959
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,41.57793444,24.33,5.67,0,50983.0829,29685.63221,68460.8306,0,23287.86665,0,0,0,20387.54626,0,33486.37886,2483.280855,50981.182,0,68456.71969,19022.6771,2594.379671,2892.6,79042.7,53764.30655,91875.7,7885.723323,121518,25038.50666,76974.9,81078.2,2.736868990711526,-2.736868990711526,Exterior Lighting,-0.6585446205831458
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,43.69679669,24.17,5.67,0,50983.0829,29685.63221,68460.8306,0,34946.01723,0,0,0,20387.54626,9.478171203,33486.37886,2483.280855,50981.182,0,68456.71969,19022.71238,2594.380076,2892.6,79042.7,53764.34392,91875.7,7885.703026,121517.6,25038.48632,76974.9,81078.1,5.100053859173231,-5.100053859173231,Water Systems,4.404017108337266
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,43.69679669,24.17,5.67,0,50983.0829,29685.63221,68460.8306,0,34946.01723,0,0,0,20387.54626,9.478171203,33486.37886,2483.280855,50981.182,0,68456.71969,19022.71238,2594.380076,2892.6,79042.7,53764.34392,91875.7,7885.703026,121517.6,25038.48632,76974.9,81078.1,0.0,0.0,NA,4.404017108337266
SmallOffice ASHRAE 169-2006-2A 90.1-2004,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,90.1-2004,42.42892464,90,74.67,0,50983.0829,29685.63221,68460.8306,0,26662.09559,0,0,0,17345.0533,0,34434.19598,5876.466146,50981.182,0,68456.71969,19033.75109,2621.194522,2927.7,79063.9,53818.2733,91895.5,7855.314124,121076.7,24974.54893,76963.2,81037,6.520025233578249,2.909176920849188,Water Systems,1.3747118679905412
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,40.24287895,117.33,4.5,0,50983.0829,23591.16812,68460.8306,0,23259.43213,0,0,0,22046.22622,0,31031.53252,2047.28498,50981.182,0,68456.71969,18769.81454,2460.427662,4491.2,47828.5,47441.60755,246520.3,41441.28729,107396,20832.97339,47465.9,200996,,,,
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,39.18000252,23.67,6,0,50983.0829,23591.16812,68460.8306,0,23287.86665,0,0,0,20264.33003,0,26500.96668,2483.280855,50981.182,0,68456.71969,19048.96221,2614.558997,2854.9,80011,48776.02217,65842.4,7806.419292,116883.3,19620.73141,74517.1,66179.8,3.060656656726538,2.641154061466474,Cooling,-2.6411540568968106
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,40.28766791,23.67,6,0,50983.0829,29685.63221,68460.8306,0,23287.86665,0,0,0,20264.33003,0,26500.96668,2483.280855,50981.182,0,68456.71969,19048.96221,2614.558997,2854.9,80011,48776.02217,65842.4,7806.419292,116883.3,19620.73141,74517.1,66179.8,2.827119243320079,-2.827119243320079,Exterior Lighting,0.11129660990620849
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,42.40825282,23.67,6,0,50983.0829,29685.63221,68460.8306,0,34955.4954,0,0,0,20264.33003,9.478171203,26500.96668,2483.280855,50981.182,0,68456.71969,19048.94409,2614.557525,2854.9,80011,48776.01081,65842.4,7806.433872,116883.6,19620.76438,74517.2,66179.8,5.267883866692364,-5.267883866692364,Water Systems,5.380762824375429
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,42.40825282,23.67,6,0,50983.0829,29685.63221,68460.8306,0,34955.4954,0,0,0,20264.33003,9.478171203,26500.96668,2483.280855,50981.182,0,68456.71969,19048.94409,2614.557525,2854.9,80011,48776.01081,65842.4,7806.433872,116883.6,19620.76438,74517.2,66179.8,0.0,0.0,NA,5.380762824375429
SmallOffice ASHRAE 169-2006-2A 90.1-2007,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,90.1-2007,41.21273216,92.33,81.67,0,50983.0829,29685.63221,68460.8306,0,26671.57377,0,0,0,17259.74976,0,27249.74221,6445.156418,50981.182,0,68456.71969,19060.13138,2640.859518,2893.1,80045.9,48829.01035,65859.8,7774.308627,116421.3,19565.27202,74466.8,66143.8,6.860554857019975,2.8230228651438223,Water Systems,2.409999570868182
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,32.87165002,87,4.67,0,48442.93302,11288.5019,49220.14306,0,22539.09112,0,0,0,20245.37369,0,27126.52598,1999.894124,48441.79201,0,49218.76855,18821.29457,2105.145486,4519.9,48103.8,47731.9995,246664.4,38815.41584,99967.5,20479.16344,47155.7,200781.7,,,,
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,31.79843768,16.33,7,0,48442.93302,11288.5019,49182.23037,0,22558.04746,0,0,0,18397.13031,0,22681.26369,2407.455486,48441.79201,0,49180.26089,19108.23985,1496.520257,2972.6,80456.5,49098.35811,66130.1,4299.689585,109145.9,19256.7449,73972.6,65648.7,3.736505604239559,3.264856932453004,Cooling,-3.264856918794845
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,33.22479373,16.33,7,0,48442.93302,19126.94949,49182.23037,0,22558.04746,0,0,0,18397.13031,0,22681.26369,2407.455486,48441.79201,0,49180.26089,19108.23985,1496.520257,2972.6,80456.5,49098.35811,66130.1,4299.689585,109145.9,19256.7449,73972.6,65648.7,4.480199363675821,-4.480199363675821,Exterior Lighting,1.0743108720892902
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,35.34537864,16.5,6.83,0,48442.93302,19126.94949,49182.23037,0,34225.67621,0,0,0,18397.13031,9.478171203,22681.26369,2407.455486,48441.79201,0,49180.26089,19108.21771,1496.519855,2972.5,80456.5,49098.34973,66130.1,4299.703042,109146.2,19256.77014,73972.6,65648.7,6.388053509657136,-6.388053509657136,Water Systems,7.525416638638216
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,35.34537864,16.5,6.83,0,48442.93302,19126.94949,49182.23037,0,34225.67621,0,0,0,18397.13031,9.478171203,22681.26369,2407.455486,48441.79201,0,49180.26089,19108.21771,1496.519855,2972.5,80456.5,49098.34973,66130.1,4299.703042,109146.2,19256.77014,73972.6,65648.7,0.0,0.0,NA,7.525416638638216
SmallOffice ASHRAE 169-2006-2A 90.1-2010,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,34.03099498,84.17,87,0,48442.93302,19126.94949,49182.23037,0,25790.10384,0,0,0,15667.417,0,22757.08906,6265.071165,48441.79201,0,49180.26089,19121.39264,1511.277843,3018.5,80493.3,49154.07101,66150.6,4280.777432,108613.8,19194.95772,73915.8,65607.3,7.7687883821198085,3.7235598026723906,Water Systems,3.526883984511353
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,30.43926506,98.5,3.5,0,46698.94952,11288.5019,41865.0822,0,22539.09112,0,0,0,18236.00139,0,25031.85015,1819.808871,46695.80699,0,41865.60126,18803.4893,2130.461788,4331.3,48484.5,39835.42135,246804.1,38813.95119,90966.2,18527.25995,46984.3,200591.7,,,,
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,29.42117759,18.67,4.33,0,46698.94952,11288.5019,41827.16952,0,22558.04746,0,0,0,16349.84533,0,21003.62739,2151.544863,46695.80699,0,41831.22642,19075.38388,1546.354648,2977.1,80946.3,41092.1978,64215.4,4352.479399,99291,17386.05548,73586.6,63277,3.7634408496054883,3.3446519448357854,Cooling,-3.3446519421320153
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,30.84581099,18.67,4.33,0,46698.94952,19126.94949,41827.16952,0,22558.04746,0,0,0,16349.84533,0,21003.62739,2151.544863,46695.80699,0,41831.22642,19075.38388,1546.354648,2977.1,80946.3,41092.1978,64215.4,4352.479399,99291,17386.05548,73586.6,63277,4.84220387905914,-4.84220387905914,Exterior Lighting,1.335597062539584
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,32.96639589,18.67,4.33,0,46698.94952,19126.94949,41827.16952,0,34225.67621,0,0,0,16349.84533,9.478171203,21003.62739,2151.544863,46695.80699,0,41831.22642,19075.38319,1546.354453,2977.1,80946.3,41092.19667,64215.4,4352.478843,99291,17386.05476,73586.6,63277,6.880375292181826,-6.880375292181826,Water Systems,8.302207116428972
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,32.96639589,18.67,4.33,0,46698.94952,19126.94949,41827.16952,0,34225.67621,0,0,0,16349.84533,9.478171203,21003.62739,2151.544863,46695.80699,0,41831.22642,19075.38319,1546.354453,2977.1,80946.3,41092.19667,64215.4,4352.478843,99291,17386.05476,73586.6,63277,0.0,0.0,NA,8.302207116428972
SmallOffice ASHRAE 169-2006-2A 90.1-2013,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,90.1-2013,31.70885976,83.33,78.33,0,46698.94952,19126.94949,41827.16952,0,25790.10384,0,0,0,13885.52081,0,21932.48816,5203.515991,46695.80699,0,41831.22642,19083.35198,1560.944352,3017.8,80978.1,41127.89199,64229.3,4340.965139,98897.8,17349.5308,73544.9,63248.8,8.208799246672514,3.8196258825997558,Water Systems,4.170911148798928
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,69.18171391,328.33,135.67,0,84241.98565,41230.04473,99871.48997,0,12823.96564,0,0,0,52139.41979,0,67787.88044,22548.56929,84237.96107,0,99875.62056,16456.47609,9245.480557,13143,49511.3,39512.37565,220243.2,53274.81876,97275.1,24318.86516,47211.8,203140.2,,,,
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,68.31005188,369,129.5,0,84241.98565,41230.04473,99871.48997,0,12871.35649,0,0,0,51826.64014,0,63029.8385,22766.56723,84237.96107,0,99875.62056,16657.12982,13508.62174,5285,80455.6,40764.66928,86637.2,44055.14764,126476.5,25030.10864,70177.5,77942.2,1.4018924283731005,1.2624501992321646,Cooling,-1.259960155271611
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,68.22908722,369,129.5,0,84241.98565,40784.57069,99871.48997,0,12871.35649,0,0,0,51826.64014,0,63029.8385,22766.56723,84237.96107,0,99875.62056,16657.12982,13508.62174,5285,80455.6,40764.66928,86637.2,44055.14764,126476.5,25030.10864,70177.5,77942.2,0.11852823067664005,0.11852823067664005,Exterior Lighting,-1.3769920346860642
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,70.38412518,368.17,129.5,0,84241.98565,40784.57069,99871.48997,0,24728.54867,0,0,0,51826.64014,9.478171203,63029.8385,22766.56723,84237.96107,0,99875.62056,16657.14452,13508.52844,5285,80455.7,40764.67558,86637.2,44055.14954,126476.2,25030.14435,70177.6,77942.2,3.1611372027450537,-3.1611372027450537,Water Systems,1.7380478193475213
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,70.38412518,368.17,129.5,0,84241.98565,40784.57069,99871.48997,0,24728.54867,0,0,0,51826.64014,9.478171203,63029.8385,22766.56723,84237.96107,0,99875.62056,16657.14452,13508.52844,5285,80455.7,40764.67558,86637.2,44055.14954,126476.2,25030.14435,70177.6,77942.2,0.0,0.0,NA,1.7380478193475213
SmallOffice ASHRAE 169-2006-2A DOE Ref 1980-2004,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,67.29885502,700.67,251.5,0,84241.98565,40784.57069,99871.48997,0,24728.54867,0,0,0,39125.89073,0,59134.31014,22387.44038,84237.96107,0,99875.62056,16663.56711,13450.54858,5409.1,80563.2,40809.86049,86663.7,43564.53522,125898.8,24890.73106,70037.5,77869.7,4.385921972381768,4.385921972381768,Fans,-2.7216135356944893
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s0 Prototype,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,77.43666344,399,171.17,0,84241.98565,41230.04473,99871.48997,0,12880.83467,0,0,0,75645.28437,0,83076.1706,29116.94194,84237.96107,0,99875.62056,16412.88393,9231.790949,13063.1,61704.8,78212.5712,89542.9,51659.62635,93006.4,20983.2509,53061.8,75255.5,,,,
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,74.20496784,336.83,141.83,0,84241.98565,41230.04473,99871.48997,0,12937.70369,0,0,0,69399.16955,0,75711.63157,24889.67758,84237.96107,0,99875.62056,16501.71919,13400.96145,5297,92076.2,79121.7171,90433.6,43280.6376,132204.8,21283.3257,79514.2,74573.1,4.200035593099678,4.173340455004461,Cooling,-4.173340451973395
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,74.12400319,336.83,141.83,0,84241.98565,40784.57069,99871.48997,0,12937.70369,0,0,0,69399.16955,0,75711.63157,24889.67758,84237.96107,0,99875.62056,16501.71919,13400.96145,5297,92076.2,79121.7171,90433.6,43280.6376,132204.8,21283.3257,79514.2,74573.1,0.10910947931548273,0.10910947931548273,Exterior Lighting,-4.277896416039084
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,76.27904114,336.17,142.17,0,84241.98565,40784.57069,99871.48997,0,24794.89587,0,0,0,69389.69138,9.478171203,75711.63157,24889.67758,84237.96107,0,99875.62056,16501.71075,13400.96021,5296.8,92076.2,79121.70157,90433.5,43280.71343,132205.5,21283.36685,79514.3,74573.2,2.911989589316003,-2.9073415618319243,Water Systems,-1.4949279173126495
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,76.27904114,336.17,142.17,0,84241.98565,40784.57069,99871.48997,0,24794.89587,0,0,0,69389.69138,9.478171203,75711.63157,24889.67758,84237.96107,0,99875.62056,16501.71075,13400.96021,5296.8,92076.2,79121.70157,90433.5,43280.71343,132205.5,21283.36685,79514.3,74573.2,0.0,0.0,NA,-1.4949279173126495
SmallOffice ASHRAE 169-2006-2A DOE Ref Pre-1980,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,72.76483057,641.5,274.5,0,84241.98565,40784.57069,99871.48997,0,24794.89587,0,0,0,53997.14134,0,71787.66869,24870.72124,84237.96107,0,99875.62056,16506.82901,13175.39272,5520.3,92138.7,79126.39529,90521.5,42545.63229,131731.3,21090.48355,79374,74493.7,4.609304427642841,4.609304427642841,Fans,-6.033101973227273
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s0 Prototype,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,44.09645201,178.33,1.33,0,50983.0829,23581.68995,68460.8306,0,22823.43626,0,0,0,27505.65283,0,48348.15131,919.3826067,50981.182,0,68456.71969,18611.69185,5278.301859,4011.3,62514.6,79578.39251,300721.2,37938.79066,127727.9,22974.10757,51735.8,249808.2,,,,
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,42.46510034,53.83,1.17,0,50983.0829,23581.68995,68460.8306,0,22842.3926,0,0,0,25060.28466,0,41931.4294,786.6882099,50981.182,0,68456.71969,18789.06239,5299.482422,4458.8,97024.2,81515.02259,112394.7,4635.063704,150746,21978.96767,87920.6,87958.6,3.7151339959402487,3.699507777125227,Cooling,-3.6995077736187265
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,43.57276573,53.83,1.17,0,50983.0829,29676.15404,68460.8306,0,22842.3926,0,0,0,25060.28466,0,41931.4294,786.6882099,50981.182,0,68456.71969,18789.06239,5299.482422,4458.8,97024.2,81515.02259,112394.7,4635.063704,150746,21978.96767,87920.6,87958.6,2.6084134546151603,-2.6084134546151603,Exterior Lighting,-1.1875927793039698
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,45.69335064,53.83,1.17,0,50983.0829,29676.15404,68460.8306,0,34500.54318,0,0,0,25060.28466,9.478171203,41931.4294,786.6882099,50981.182,0,68456.71969,18789.06805,5299.482501,4458.8,97024.2,81515.02698,112394.8,4635.060399,150745.8,21978.95529,87920.6,87958.6,4.866766822275847,-4.866766822275847,Water Systems,3.621376680459143
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,45.69335064,53.83,1.17,0,50983.0829,29676.15404,68460.8306,0,34500.54318,0,0,0,25060.28466,9.478171203,41931.4294,786.6882099,50981.182,0,68456.71969,18789.06805,5299.482501,4458.8,97024.2,81515.02698,112394.8,4635.060399,150745.8,21978.95529,87920.6,87958.6,0.0,0.0,NA,3.621376680459143
SmallOffice ASHRAE 169-2006-2B 90.1-2004,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2B,90.1-2004,43.858726,210,51.83,0,50983.0829,29676.15404,68460.8306,0,26235.57789,0,0,0,21780.83742,0,41846.12586,2322.151945,50981.182,0,68456.71969,18801.10334,5334.218583,4475.1,97059.4,81609.23349,112422.7,4617.303426,150027.3,21911.27571,87911.2,87894.8,5.2403393041568584,4.0188501428253325,Water Systems,-0.5391046199047733
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s0 Prototype,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,41.98448037,161.33,0.33,0,50983.0829,23581.68995,68460.8306,0,22823.43626,0,0,0,26500.96668,0,37931.64115,720.3410114,50981.182,0,68456.71969,18594.32755,5354.049155,3556.1,62680.6,71898.74198,299871.6,38208.70938,125335.8,18268.65493,51753.9,250707.5,,,,
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,41.00429124,50.83,1.67,0,50983.0829,23581.68995,68460.8306,0,22851.87077,0,0,0,25183.50089,0,33761.24583,777.2100387,50981.182,0,68456.71969,18808.7769,5306.070621,4092.2,102846.1,73263.73323,80081.1,4614.006169,146259.6,17295.91137,79707.2,71397.6,2.4126046196610678,2.3387493789898195,Cooling,-2.3346463296956554
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,42.11023398,50.83,1.67,0,50983.0829,29676.15404,68460.8306,0,22851.87077,0,0,0,25183.50089,0,33761.24583,777.2100387,50981.182,0,68456.71969,18808.7769,5306.070621,4092.2,102846.1,73263.73323,80081.1,4614.006169,146259.6,17295.91137,79707.2,71397.6,2.701453662166112,-2.701453662166112,Exterior Lighting,0.2995240357669182
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,44.23081888,50.83,1.67,0,50983.0829,29676.15404,68460.8306,0,34510.02135,0,0,0,25183.50089,9.478171203,33761.24583,777.2100387,50981.182,0,68456.71969,18808.78038,5306.069177,4092.2,102846.1,73263.73343,80081.1,4614.001728,146259.5,17295.90079,79707.2,71397.6,5.035794640917668,-5.035794640917668,Water Systems,5.350402077633243
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,44.23081888,50.83,1.67,0,50983.0829,29676.15404,68460.8306,0,34510.02135,0,0,0,25183.50089,9.478171203,33761.24583,777.2100387,50981.182,0,68456.71969,18808.78038,5306.069177,4092.2,102846.1,73263.73343,80081.1,4614.001728,146259.5,17295.90079,79707.2,71397.6,0.0,0.0,NA,5.350402077633243
SmallOffice ASHRAE 169-2006-2B 90.1-2007,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2B,90.1-2007,42.44270586,207.33,60.17,0,50983.0829,29676.15404,68460.8306,0,26245.05606,0,0,0,21951.44451,0,33704.3768,2502.237198,50981.182,0,68456.71969,18820.66624,5339.920384,4110.1,102900.6,73351.01888,80106.5,4595.160273,145501.7,17236.53805,79647.5,71341,5.460352081102571,4.042685777717171,Water Systems,1.091416366147091
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s0 Prototype,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,34.58741165,130.83,0.83,0,48442.93302,11279.02373,49457.09734,0,22112.57342,0,0,0,24368.37816,0,33931.85291,710.8628402,48441.79201,0,49453.55392,18639.26388,4246.201971,3635.7,62943.6,72290.14061,300015.4,36617.01051,117739,17941.98851,51411.5,250479.2,,,,
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,33.55209766,44,1.83,0,48442.93302,11279.02373,49409.70648,0,22131.52976,0,0,0,22719.17637,0,29837.28295,786.6882099,48441.79201,0,49407.46146,18876.00347,3006.984999,4237.6,103316.9,73714.56763,80372.6,2529.038906,138130.7,16948.75087,79122.5,70831.9,3.0929375448622602,2.993326032223177,Cooling,-2.9933260125870054
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s2 Prototype - loads,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,34.97673106,44,1.83,0,48442.93302,19126.94949,49409.70648,0,22131.52976,0,0,0,22719.17637,0,29837.28295,786.6882099,48441.79201,0,49407.46146,18876.00347,3006.984999,4237.6,103316.9,73714.56763,80372.6,2529.038906,138130.7,16948.75087,79122.5,70831.9,4.251168046502724,-4.251168046502724,Exterior Lighting,1.1256101322054235
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s3 Prototype - swh exhaust,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,37.09559331,43.83,2,0,48442.93302,19126.94949,49409.70648,0,33789.68034,0,0,0,22719.17637,9.478171203,29837.28295,786.6882099,48441.79201,0,49407.46146,18876.05035,3006.98507,4237.6,103317,73714.58451,80372.6,2529.030739,138130.3,16948.70773,79122.5,70831.8,6.062546170960914,-6.062546170960914,Water Systems,7.25171829965483
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s4 Prototype - setpoints,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,37.09559331,43.83,2,0,48442.93302,19126.94949,49409.70648,0,33789.68034,0,0,0,22719.17637,9.478171203,29837.28295,786.6882099,48441.79201,0,49407.46146,18876.05035,3006.98507,4237.6,103317,73714.58451,80372.6,2529.030739,138130.3,16948.70773,79122.5,70831.8,0.0,0.0,NA,7.25171829965483
SmallOffice ASHRAE 169-2006-2B 90.1-2010,s5 Prototype - hvac,SmallOffice,ASHRAE 169-2006-2B,90.1-2010,35.25924602,164.67,74.67,0,48442.93302,19126.94949,49409.70648,0,25382.54248,0,0,0,19667.20525,0,29410.76524,2568.584396,48441.79201,0,49407.46146,18890.92681,3025.581362,4258.7,103371.1,73802.19183,80398.3,2518.397321,137354.8,16888.20841,79061.5,70773.4,6.700408618692755,4.954494800061505,Water Systems,1.94242453525717
SmallOffice ASHRAE 169-2006-2B 90.1-2013,s0 Prototype,SmallOffice,ASHRAE 169-2006-2B,90.1-2013,31.81221889,140.5,0.33,0,46698.94952,11279.02373,42120.99283,0,22112.57342,0,0,0,21913.53182,0,30301.71334,616.0811282,46695.80699,0,42117.58636,18625.24594,4262.297977,3571,63329.1,60152.33178,300154.4,36606.48726,108018.7,16319.09184,51264,250283,,,,
SmallOffice ASHRAE 169-2006-2B 90.1-2013,s1 Prototype - const,SmallOffice,ASHRAE 169-2006-2B,90.1-2013,30.81824855,34.5,0.83,0,46698.94952,11279.02373,42073.60197,0,22131.52976,0,0,0,20169.54832,0,26576.79205,635.0374706,46695.80699,0,42072.87809,18846.60088,3063.075888,4450.1,103851,61558.12039,77268.9,2563.801304,126475.2,15390.18163,78732.1,68713.4,3.17305610108128,3.129737931866804,Cooling,-3.1244923324491802
