Description,Scenario,Building Type,Climate Zone,Template,EUI,Unmet Hours Occupied Cooling,Unmet Hours Occupied Heating,Exterior Equipment,Interior Equipment,Exterior Lighting,Interior Lighting,Refrigeration,Water Systems,Heat Recovery,Humidification,Heat Rejection,Fans,Pumps,Cooling,Heating,Heat Gain Electric Equipment,Heat Gain Gas Equipment,Heat Gain Lights,Heat Gain People,Heat Gain Infiltration,Heat Gain Ground,Heat Gain Walls,Heat Gain Windows,Heat Gain Roof,Heat Loss Infiltration,Heat Loss Ground,Heat Loss Window,Heat Loss Wall,Heat Loss Roof,Sum of Absolute End Use Errors Divided by EUI of Previous Scenario,Sum of End Use Errors Divided by EUI of Previous Scenario,Largest Contributor to Absolute End Use Error,EUI Error Versus Prototype as Percentage
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,473.8798938,140.5,0,0,881915.3959,55106.08738,176995.369,51466.46963,650212.0227,0,0,0,386955.8175,1137.380544,388908.3208,14577.42731,381250.8598,133575.52,176998.6929,202882.1398,22260.52202,71.1,54948.8,61450.44746,227561.8,51132.39307,183197.9,9812.530983,46951.3,181915.6,,,,
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,460.3895402,264.67,0,0,881915.3959,55106.08738,176995.369,0,650145.6755,0,0,0,368245.9076,1137.380544,388159.5453,11345.37093,381250.8598,133575.52,176998.6929,202401.0812,3796.066016,63.7,55219.2,61434.02739,74598.5,3232.377762,185361.3,10604.02899,47536.1,64204.5,2.846787500376515,2.846787500376515,Refrigeration,-2.8467875038592716
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,450.8992634,264.33,0,0,841036.0435,59816.73846,176995.369,0,650136.1973,0,0,0,364786.3751,1137.380544,376103.3115,10833.54969,340373.1911,133575.52,176998.6929,202423.9717,3797.320002,64.3,55333.6,61454.53595,74644.7,3250.509896,183683.9,10590.26867,47351.2,64115.8,2.43291886884535,2.0609838720287432,Interior Equipment,-4.849463060295811
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,405.4944301,264.5,0,0,841036.0435,59816.73846,176995.369,0,549155.7613,0,0,0,241551.1931,0,353023.9646,9440.258518,340373.1911,133575.52,176998.6929,202250.3421,3801.033663,64.4,55171,61415.36442,74557.5,3587.420871,187320.9,10654.86088,47858.4,64306.4,10.070183350072183,10.070183350072183,Fans,-14.430969660186078
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,405.4944301,264.5,0,0,841036.0435,59816.73846,176995.369,0,549155.7613,0,0,0,241551.1931,0,353023.9646,9440.258518,340373.1911,133575.52,176998.6929,202250.3421,3801.033663,64.4,55171,61415.36442,74557.5,3587.420871,187320.9,10654.86088,47858.4,64306.4,0.0,0.0,NA,-14.430969660186078
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2004,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2004,397.261714,266.17,0,0,841036.0435,59816.73846,176995.369,0,537592.3925,52404.80858,0,0,183933.3904,0,331375.8216,2568.584396,340373.1911,133575.52,176998.6929,201815.6801,3821.262524,64.3,55115.5,61311.66441,74474.6,3809.23015,190568.4,11114.81662,48177.6,64477.7,6.728126255383099,2.0302907941591464,Fans,-16.168269808960613
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,458.4980311,0,0,0,881915.3959,55106.08738,176995.369,51532.81683,650136.1973,0,0,0,361535.3624,1137.380544,340835.0365,3450.054318,381250.8598,133575.52,176998.6929,202051.3866,22411.75122,70.7,54824.3,61329.8443,227477.5,52045.65325,186898.8,10183.7069,47335,182060.2,,,,
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,445.6312898,0.17,0,0,881915.3959,55106.08738,176995.369,0,650069.8501,0,0,0,344313.5253,1137.380544,339479.658,2833.97319,381250.8598,133575.52,176998.6929,201807.889,3823.735196,63.7,55095.1,61327.00928,74506.3,3536.054702,189127.6,10982.13534,47925.5,64402.7,2.8062805997205698,2.8062805997205698,Refrigeration,-2.8062806004053975
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,435.762022,0.17,0,0,841036.0435,59816.73846,176995.369,0,650041.4156,0,0,0,340484.3441,1137.380544,325783.7006,2265.282918,340373.1911,133575.52,176998.6929,201821.0329,3823.736421,64.3,55202.2,61346.17852,74549.6,3564.145981,187574.3,10971.42539,47756.7,64320.1,2.598537212527931,2.2142846115319696,Interior Equipment,-4.958801904874743
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,391.1789099,1.33,0,0,841036.0435,59816.73846,176995.369,0,549060.9796,0,0,0,217571.42,0,306438.7532,1336.42214,340373.1911,133575.52,176998.6929,201661.938,3823.83832,64.3,55039,61303.93514,74453,3922.930024,191508.2,11039.72118,48327.2,64529,10.231423643789032,10.231423643789032,Fans,-14.68253223214332
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,391.1789099,1.33,0,0,841036.0435,59816.73846,176995.369,0,549060.9796,0,0,0,217571.42,0,306438.7532,1336.42214,340373.1911,133575.52,176998.6929,201661.938,3823.83832,64.3,55039,61303.93514,74453,3922.930024,191508.2,11039.72118,48327.2,64529,0.0,0.0,NA,-14.68253223214332
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2007,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2007,387.7645464,331.33,0,0,841036.0435,59816.73846,176995.369,0,537516.5671,0,0,0,176199.2027,0,340086.2609,1810.3307,340373.1911,133575.52,176998.6929,201578.6167,3811.355155,64.1,55039.9,61262.10392,74424.7,3964.134085,192444.5,11175.5431,48433.5,64576,4.044038308858658,0.873279755459378,Fans,-15.427216673166654
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,397.5717974,1.5,0,0,881915.3959,31306.39948,74517.382,51551.77317,646316.4943,3544.83603,0,0,241209.9789,1099.46786,250669.1938,5298.297703,381250.8598,133575.52,74518.11867,202302.6638,1327.846193,76.4,55644.2,62114.18457,227985.7,41503.99287,166229.3,9341.050615,46211.2,181212.3,,,,
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,393.366721,0.67,0,0,881915.3959,31306.39948,74517.382,0,646221.7126,5933.335173,0,0,251654.9236,1099.46786,267284.4279,4359.958753,381250.8598,133575.52,74518.11867,202170.8347,2126.249085,69.4,55885.1,61987.53186,75041.7,1961.448782,169184.4,10157.14971,46852.1,63318.5,3.750227483709829,1.0576898065787215,Refrigeration,-1.0576898128840995
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,383.8471585,3.5,0,0,841036.0435,36263.48302,74517.382,0,646250.1471,5544.730154,0,0,247911.046,1099.46786,255019.6744,4274.655213,340373.1911,133575.52,74518.11867,202197.6717,2126.10369,69.8,56029.2,62021.36569,75117.1,1929.039359,166538.8,10122.75403,46516.7,63178.4,2.8807287185660804,2.420022332464324,Interior Equipment,-3.452115816502832
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,347.2659226,7,0,0,841036.0435,36263.48302,74517.382,0,545250.7548,54063.48854,0,0,138333.9087,0,220509.653,672.9501554,340373.1911,133575.52,74518.11867,201465.9051,2126.246016,69.8,55800.3,61863.0323,74965.1,2211.96639,172602.7,10454.56617,47274.1,63504.3,14.12491753568703,9.530156765864476,Fans,-12.65328052165301
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,347.2659226,7,0,0,841036.0435,36263.48302,74517.382,0,545250.7548,54063.48854,0,0,138333.9087,0,220509.653,672.9501554,340373.1911,133575.52,74518.11867,201465.9051,2126.246016,69.8,55800.3,61863.0323,74965.1,2211.96639,172602.7,10454.56617,47274.1,63504.3,0.0,0.0,NA,-12.65328052165301
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2010,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2010,349.9757076,340.5,0,0,841036.0435,36263.48302,74517.382,0,531535.8411,26718.96462,0,0,158911.0184,0,255484.1048,1099.46786,340373.1911,133575.52,74518.11867,201401.2228,2119.738519,69.5,55802.5,61828.64264,74947.5,2217.049038,173156.8,10560.91053,47319.3,63531,5.078776096054424,-0.7808159436151374,Cooling,-11.971696712710534
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,365.150848,0.17,0,0,871745.3182,31306.39948,67001.19223,40841.43971,646316.4943,1033.120661,0,0,131604.4072,1336.42214,212794.4217,5070.821594,371085.5367,133575.52,67005.52844,202214.2592,1265.036493,74.6,55772,45607.36913,227355.3,41827.71766,159742,6860.238591,46544.7,182101.8,,,,
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,361.9897193,0,0,0,871745.3182,31306.39948,67001.19223,0,646098.4964,1848.243385,0,0,138788.8609,1336.42214,229428.6121,4094.56996,371085.5367,133575.52,67005.52844,202061.0706,2043.44804,66,55891.1,45402.3596,72263.9,2134.454705,165256.7,7525.762386,47503.2,62982.8,3.318456724971325,0.8661766555164095,Refrigeration,-0.8657048771251952
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,355.2436812,0,0,0,841036.0435,36263.48302,67001.19223,0,646174.3218,1715.548988,0,0,136457.2308,1336.42214,220414.8713,4132.482645,340373.1911,133575.52,67005.52844,202084.1943,2044.186665,67,56024.9,45430.5471,72332.5,2065.099692,162546.2,7485.769806,47118.8,62863.2,2.372816827979893,1.863608239642286,Interior Equipment,-2.7131709687279626
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,336.3458164,0,0,0,841036.0435,36263.48302,67001.19223,0,545155.9731,49874.13687,0,0,119984.1693,0,190729.2391,511.821245,340373.1911,133575.52,67005.52844,201318.9066,2046.971938,67.2,55783.7,45304.0398,72195.4,2373.912246,168962.5,7774.194572,47936.7,63154.5,10.247606853148701,5.319716409204451,Water Systems,-7.888529290776836
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,336.3458164,0,0,0,841036.0435,36263.48302,67001.19223,0,545155.9731,49874.13687,0,0,119984.1693,0,190729.2391,511.821245,340373.1911,133575.52,67005.52844,201318.9066,2046.971938,67.2,55783.7,45304.0398,72195.4,2373.912246,168962.5,7774.194572,47936.7,63154.5,0.0,0.0,NA,-7.888529290776836
FullServiceRestaurant ASHRAE 169-2006-1A 90.1-2013,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,90.1-2013,337.1313612,314.33,0,0,841036.0435,36263.48302,67001.19223,0,531422.103,27704.69443,0,0,109463.3992,0,241200.5008,786.6882099,340373.1911,133575.52,67005.52844,201311.0749,2049.870224,68.1,55789.1,45296.61188,72189,2378.686707,169196.9,7790.029318,47976.4,63166.3,5.2508655906782735,-0.23355390966749065,Cooling,-7.673400446272549
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,437.1212212,314.83,0,0,1324271.124,75777.97877,274326.7091,52727.0664,227096.982,0,0,0,100952.0015,0,336854.2046,13023.00723,473386.6723,227147.9446,274329.3075,193968.3981,16734.66239,119.8,52504,46513.41072,202518.1,60068.33564,356234.4,10472.11286,49911.4,160678.8,,,,
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,430.0737131,268.5,0,0,1324271.124,75777.97877,274326.7091,0,226973.7658,0,0,0,102970.852,0,352199.3637,9743.559997,473386.6723,227147.9446,274329.3075,193938.0434,15194.21891,0,52755.2,46434.83255,84625.4,20773.7636,371792.3,11549.15982,50695.8,69804.1,3.0558358000633197,1.6118607736817512,Refrigeration,-1.612254852476136
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,427.622331,268.67,0,0,1307731.715,76924.83748,274326.7091,0,226983.244,0,0,0,102970.852,0,354094.998,9734.081826,473386.6723,227147.9446,274329.3075,193962.3321,15184.85868,0,52759.4,46440.04119,84653.3,20460.09197,370603.6,11538.58635,50634.2,69744.8,0.828346445593624,0.5703894260879682,Interior Equipment,-2.173056291781794
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,478.3778268,268.67,0,0,1307731.715,76924.83748,274326.7091,0,510361.6066,0,0,0,109852.0042,0,343090.8412,9743.559997,473386.6723,227147.9446,274329.3075,193974.6077,15183.0929,0,52760.3,46442.59828,84666.2,20321.86357,370068,11534.13082,50605.2,69718.1,12.805059821541965,-11.869637025207584,Water Systems,9.438252731528562
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,478.3778268,268.67,0,0,1307731.715,76924.83748,274326.7091,0,510361.6066,0,0,0,109852.0042,0,343090.8412,9743.559997,473386.6723,227147.9446,274329.3075,193974.6077,15183.0929,0,52760.3,46442.59828,84666.2,20321.86357,370068,11534.13082,50605.2,69718.1,0.0,0.0,NA,9.438252731528562
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref 1980-2004,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref 1980-2004,480.8498812,784.5,0,0,1307731.715,76924.83748,274326.7091,0,512617.4114,0,0,0,134703.7691,0,334882.7449,4435.784123,473386.6723,227147.9446,274329.3075,193157.9221,14923.19383,0,52765.6,46292.18865,84535.7,21030.4633,374965.7,11805.59043,50782.5,69946.4,1.5434255011260445,-0.516395745842658,Fans,10.003783362417096
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,460.8253798,362.25,0,0,1324271.124,75806.41328,274326.7091,52054.11625,227115.9384,0,0,0,190492.2848,0,379771.3638,11601.28155,473386.6723,227147.9446,274329.3075,193537.6052,16755.5957,598.6,58109.6,87972.03384,88113.5,23467.1628,375695.2,9776.758015,50128.3,66025.9,,,,
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,454.6340465,369.75,0,0,1324271.124,75806.41328,274326.7091,0,227021.1567,0,0,0,193515.8215,0,395381.9117,11061.02579,473386.6723,227147.9446,274329.3075,193496.4073,15269.1861,298.3,57989.3,87948.56095,88021,19163.21866,382057.8,9929.731971,50983.2,66620.7,2.813052564340341,1.3431625057781686,Refrigeration,-1.343531318237523
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,452.2033367,370.25,0,0,1307731.715,76953.272,274326.7091,0,227030.6348,0,0,0,193515.8215,0,397429.1967,11013.63494,473386.6723,227147.9446,274329.3075,193513.8677,15256.48522,306.7,58015,87951.32804,88051.1,18843.49892,381008.2,9922.740606,50834.1,66540.3,0.791178818915307,0.5350308934124242,Interior Equipment,-1.8710000529358783
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,503.1121516,349.75,0,0,1307731.715,76953.272,274326.7091,0,510390.0411,0,0,0,200340.1047,0,387429.7261,10937.80957,473386.6723,227147.9446,274329.3075,193522.5327,15258.32966,308.7,58027.4,87953.11634,88063.9,18713.96731,380560.8,9919.90145,50769.4,66504.9,12.068282424166943,-11.258371492890724,Water Systems,9.17631138683217
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,503.1121516,349.75,0,0,1307731.715,76953.272,274326.7091,0,510390.0411,0,0,0,200340.1047,0,387429.7261,10937.80957,473386.6723,227147.9446,274329.3075,193522.5327,15258.32966,308.7,58027.4,87953.11634,88063.9,18713.96731,380560.8,9919.90145,50769.4,66504.9,0.0,0.0,NA,9.17631138683217
FullServiceRestaurant ASHRAE 169-2006-1A DOE Ref Pre-1980,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-1A,DOE Ref Pre-1980,487.2186511,604,0.25,0,1307731.715,76953.272,274326.7091,0,512712.1931,0,0,0,150475.446,0,352881.7921,5592.12101,473386.6723,227147.9446,274329.3075,193667.9512,15094.26703,229.3,58014.7,87927.44536,88055.5,19248.15433,383337.2,10126.42052,51044.5,66789.6,3.3264738021599896,3.15869488281407,Fans,5.727390993841253
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,505.6152142,117.83,0,0,881915.3959,55087.13103,176995.369,44689.57722,722454.6436,0,0,0,392358.3751,1137.380544,282970.8013,224272.487,381250.8598,133575.52,176998.6929,210936.3213,18624.88328,331.5,53928.5,54003.80472,226817,75929.86252,154105.4,21897.50618,60035.1,191545.6,,,,
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,485.5338642,276.67,0,0,881915.3959,55087.13103,176995.369,0,722350.3837,0,0,0,362966.5662,1137.380544,277795.7198,193136.6946,381250.8598,133575.52,176998.6929,210235.6425,2689.270654,68.9,54184.4,54061.18996,71763.7,8203.459565,155483.2,22985.61682,60878.4,72116.8,3.972007197188618,3.972007197188618,Refrigeration,-3.9716664839236193
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,476.6241325,276.5,0,0,841036.0435,59788.30395,176995.369,0,722359.8619,0,0,0,359611.2936,1137.380544,270450.1371,190994.6279,340373.1911,133575.52,176998.6929,210278.6709,2689.355909,70.2,54312.5,54084.55713,71816,8175.025801,153504.8,22943.86689,60641.3,72003.7,2.1873647331845794,1.8346898657693678,Interior Equipment,-5.73382305077007
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,418.6178516,276.83,0,0,841036.0435,59788.30395,176995.369,0,605740.4434,0,0,0,236470.8933,0,251683.3581,131509.6254,340373.1911,133575.52,176998.6929,209840.0789,2690.292613,68.4,53896.4,53997.37388,71606.8,8910.401092,162400.2,23129.9394,61837.6,72471.3,12.170235840398714,12.170235840398714,Fans,-17.206239083934594
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,418.6178516,276.83,0,0,841036.0435,59788.30395,176995.369,0,605740.4434,0,0,0,236470.8933,0,251683.3581,131509.6254,340373.1911,133575.52,176998.6929,209840.0789,2690.292613,68.4,53896.4,53997.37388,71606.8,8910.401092,162400.2,23129.9394,61837.6,72471.3,0.0,0.0,NA,-17.206239083934594
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2004,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2004,393.9886107,209.83,0.17,0,841036.0435,59788.30395,176995.369,0,592063.4424,48907.36341,0,0,177583.0157,0,240309.5527,31031.53252,340373.1911,133575.52,176998.6929,207108.9588,2714.494083,67.8,53677.2,53669.30573,71346.4,9555.516963,172920.7,24578.27986,62874.4,73024.4,10.130327600669101,5.883466450232782,Heating,-22.077382239499876
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,470.8772523,0.5,0,0,881915.3959,55087.13103,176995.369,44793.83711,722331.4274,0,0,0,365411.9344,1137.380544,251579.0982,91502.2648,381250.8598,133575.52,176998.6929,207240.8716,18794.774,120.4,53663.4,50769.78773,226632.6,78950.26516,164107.9,18447.28087,60987.7,191610.6,,,,
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,453.80888,1.67,0,0,881915.3959,55087.13103,176995.369,0,722217.6893,0,0,0,339707.1341,1137.380544,247920.5242,71872.97223,381250.8598,133575.52,176998.6929,205980.4899,2716.521691,67.5,53870.9,50742.90983,69498.4,8930.528106,166653.9,19317.46216,61901.6,70518,3.624437053370187,3.624437053370187,Refrigeration,-3.6248029006773153
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,444.4409138,0.17,0,0,841036.0435,59788.30395,176995.369,0,722217.6893,0,0,0,336039.0818,1137.380544,239295.3884,68802.04476,340373.1911,133575.52,176998.6929,206026.0693,2716.32296,68,53989.6,50757.14725,69537,8915.891094,164859.5,19291.64786,61691.7,70434.6,2.4408576049558586,2.064289837669945,Interior Equipment,-5.614273862428421
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,390.4812221,1.5,0,0,841036.0435,59788.30395,176995.369,0,605446.6201,0,0,0,213391.5465,0,226405.0755,25344.6298,340373.1911,133575.52,176998.6929,205353.9424,2716.336992,67.4,53463.8,50673.28158,69299.8,9922.364306,177162.5,19503.70584,63382.6,70965.5,12.14175523385274,12.14175523385274,Fans,-17.073670432645784
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,390.4812221,1.5,0,0,841036.0435,59788.30395,176995.369,0,605446.6201,0,0,0,213391.5465,0,226405.0755,25344.6298,340373.1911,133575.52,176998.6929,205353.9424,2716.336992,67.4,53463.8,50673.28158,69299.8,9922.364306,177162.5,19503.70584,63382.6,70965.5,0.0,0.0,NA,-17.073670432645784
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2007,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2007,383.0099332,265.5,0,0,841036.0435,59788.30395,176995.369,0,591873.879,0,0,0,170199.5203,0,249806.6802,17619.92027,340373.1911,133575.52,176998.6929,205654.2473,2712.838249,67.4,53457.2,50661.55827,69239.2,10021.58537,179737.3,19912.09091,63677.8,71076,4.09098729713114,1.9124803111292261,Fans,-18.660344850130706
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,410.7434541,7.33,0,0,881915.3959,31287.44314,75105.02861,44784.35893,718492.7681,0,0,0,240764.5049,1099.46786,174540.5227,91909.82616,381250.8598,133575.52,75104.53381,210022.5702,1054.843669,377.5,54710.1,51748.72457,227164.5,42219.26346,137742.8,17144.66533,59470.1,190749.2,,,,
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,404.7381709,2.17,0,0,881915.3959,31287.44314,75105.02861,0,718379.03,0,0,0,248451.3017,1099.46786,182985.5732,87635.17094,381250.8598,133575.52,75104.53381,210004.6987,1509.566946,81.4,54947.5,51717.71624,70086.4,4683.617082,139034.8,17875.96216,60253.4,69293.2,2.889712788484726,1.4620520795632552,Refrigeration,-1.462052076559195
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,395.8783972,2.83,0,0,841036.0435,36244.52668,75105.02861,0,718445.3772,0,0,0,244773.7713,1099.46786,174843.8242,86583.09394,340373.1911,133575.52,75104.53381,210060.4733,1509.482739,85.1,55115.3,51741.75243,70157.9,4630.931182,135940.4,17835.76729,59850.9,69156,2.639329884667836,2.1881623821094145,Interior Equipment,-3.6190611807975226
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,340.0857676,1.5,0,0,841036.0435,36244.52668,75105.02861,0,601645.8735,28178.60299,0,0,134817.5072,0,143300.4704,10814.59334,340373.1911,133575.52,75104.53381,204361.1125,1509.633682,74.8,54252.8,51096.99086,69753.4,5540.743258,156988.3,18995.17318,62173,70074.7,16.68153434367276,14.094123277431116,Water Systems,-17.20238893516185
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,340.0857676,1.5,0,0,841036.0435,36244.52668,75105.02861,0,601645.8735,28178.60299,0,0,134817.5072,0,143300.4704,10814.59334,340373.1911,133575.52,75104.53381,204361.1125,1509.633682,74.8,54252.8,51096.99086,69753.4,5540.743258,156988.3,18995.17318,62173,70074.7,0.0,0.0,NA,-17.20238893516185
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2010,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2010,343.9084077,274.33,0.17,0,841036.0435,36244.52668,75105.02861,0,585950.0219,15364.11552,0,0,152238.3859,0,179848.2986,6388.287391,340373.1911,133575.52,75104.53381,205141.0124,1507.553858,74,54318.3,51122.89767,69741.2,5475.876078,156942.7,19307.33559,62090,70065.1,4.644507039298277,-1.1240223680160426,Cooling,-16.271725266187264
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,382.8617822,6.67,0,0,871745.3182,31287.44314,67114.93029,34045.59096,718492.7681,0,0,0,131670.7544,1336.42214,159659.7939,91132.61612,371085.5367,133575.52,67116.57267,209974.6693,1035.815929,142.1,54394.2,40396.35451,227153.4,42249.11479,132276.7,15401.27473,57961.1,190788.3,,,,
