name,_id,run_start_time,run_end_time,status,status_message,openstudio_model_articulation_testing_scenario_builder.climate_zone,openstudio_model_articulation_testing_scenario_builder.scenario,openstudio_model_articulation_testing_scenario_builder.template,envelope_and_internal_load_breakdown.electric_equipment_total_heating_energy_annual,envelope_and_internal_load_breakdown.ext_roof_heat_gain,envelope_and_internal_load_breakdown.ext_roof_heat_loss,envelope_and_internal_load_breakdown.ext_wall_heat_gain,envelope_and_internal_load_breakdown.ext_wall_heat_loss,envelope_and_internal_load_breakdown.gas_equipment_total_heating_energy_annual,envelope_and_internal_load_breakdown.ground_heat_gain,envelope_and_internal_load_breakdown.ground_heat_loss,envelope_and_internal_load_breakdown.surface_window_heat_gain_energy_annual,envelope_and_internal_load_breakdown.surface_window_heat_loss_energy_annual,envelope_and_internal_load_breakdown.zone_infiltration_sensible_heat_gain_energy_annual,envelope_and_internal_load_breakdown.zone_infiltration_sensible_heat_loss_energy_annual,envelope_and_internal_load_breakdown.zone_lights_total_heating_energy_annual,envelope_and_internal_load_breakdown.zone_people_sensible_heating_energy_annual,openstudio_model_articulation_testing_scenario_builder.building_type,openstudio_results.annual_peak_electric_demand,openstudio_results.electricity_ip,openstudio_results.end_use_cooling,openstudio_results.end_use_exterior_equipment,openstudio_results.end_use_exterior_lighting,openstudio_results.end_use_fans,openstudio_results.end_use_generators,openstudio_results.end_use_heat_recovery,openstudio_results.end_use_heat_rejection,openstudio_results.end_use_heating,openstudio_results.end_use_humidification,openstudio_results.end_use_interior_equipment,openstudio_results.end_use_interior_lighting,openstudio_results.end_use_pumps,openstudio_results.end_use_refrigeration,openstudio_results.end_use_water_systems,openstudio_results.natural_gas_ip,openstudio_results.total_site_eui,openstudio_results.unmet_hours_during_occupied_cooling,openstudio_results.unmet_hours_during_occupied_heating
DOE Autogenerated 57,2d89d033-90fe-4fe9-b682-0af51bfd6c74,2019-08-13T14:50:29.828Z,2019-08-13T14:55:37.780Z,completed,completed normal,ASHRAE 169-2006-1A,s4 Prototype - setpoints,DOE Ref Pre-1980,84237.9610667569,95834.8,52324.1,93227.8,60076.7,0.0,123.7,168491.6,86671.3944398306,9407.659516992215,16123.885253963628,13532.07808501468,99875.62056006628,16139.195673744129,SmallOffice,33.32437,112660.63263291668,96108.65599977037,0.0,40803.52702948831,63380.530835351536,0.0,0.0,0.0,1715.5489877671043,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24150.38022558332,25.858273788322506,74.56672481094267,452.33,35.5
DOE Autogenerated 456,2dad3db7-d4fc-4058-bc5f-a34c6e6305c9,2019-08-13T15:39:42.921Z,2019-08-13T15:44:54.993Z,completed,completed normal,ASHRAE 169-2006-4C,s2 Prototype - loads,90.1-2013,46695.806991703495,61687.6,78936.3,64587.2,86652.1,0.0,4268.4,61164.4,42635.324052454744,30354.470582691938,272.28230801739454,10672.50087039628,42163.17760726856,19978.61170369944,SmallOffice,16.17965,47679.816092475005,6682.110698208887,0.0,19174.340343938406,17089.14267924911,0.0,0.0,0.0,7828.969413788001,0.0,46698.94951783714,42158.90551153635,0.0,0.0,23619.602638207863,0.5721153578372726,29.672684814223707,3.83,18.5
DOE Autogenerated 35,2e981452-03da-49dd-b8d0-79c53dee40c7,2019-08-13T14:45:34.354Z,2019-08-13T14:50:31.678Z,completed,completed normal,ASHRAE 169-2006-4B,s2 Prototype - loads,DOE Ref Pre-1980,84237.9610667569,92690.2,111135.7,105598.5,121049.1,0.0,15009.4,99174.1,88403.20023165795,42570.168261426166,5593.824437851471,79470.3977271577,99875.62056006628,16869.91743080564,SmallOffice,33.37026,102091.93638888889,41789.256834614156,0.0,40746.658002269505,81692.35759980482,0.0,0.0,0.0,64442.08601010244,0.0,84241.98565344764,99871.48996741425,0.0,0.0,13904.477154996364,78.35173856648294,77.55380379311183,285.17,338.33
DOE Autogenerated 413,2ea07f94-e707-4223-aac7-38ce7051b37f,2019-08-13T15:33:59.362Z,2019-08-13T15:39:40.118Z,completed,completed normal,ASHRAE 169-2006-4B,s5 Prototype - hvac,90.1-2010,48441.792012693084,94810.2,106948.5,91185.4,104896.1,0.0,3877.7,92270.9,65037.01151103599,29234.364234545486,654.7719156629237,8992.964785686034,47369.38478613031,19606.83837722957,SmallOffice,16.00401,50482.096738399996,12008.84291436973,0.0,19117.47131671961,20899.367502908648,0.0,0.0,0.0,6520.981787755623,0.0,48442.93301921365,47371.89967325959,9.478171203133172,0.0,35040.798937983345,17.154949025583843,34.42548234121605,8.83,10.33
DOE Autogenerated 349,2fd07be8-51b0-477a-84f2-1b8d1864b5d8,2019-08-13T15:27:53.474Z,2019-08-13T15:33:21.827Z,completed,completed normal,ASHRAE 169-2006-7A,s0 Prototype,90.1-2010,48441.792012693084,186649.1,181610.0,36932.5,61488.4,0.0,21241.8,61239.8,38874.51659288953,47118.29994460553,1786.7369733484834,52506.28851214847,47444.91675865578,20298.542843581086,SmallOffice,17.16518,50258.36313478056,5677.42455067677,0.0,11307.458245337875,18245.479566031358,0.0,0.0,0.0,46623.124148212075,0.0,48442.93301921365,47447.72504288467,0.0,0.0,24567.419758521184,30.81408216083263,36.768289386054626,1.17,85.17
DOE Autogenerated 155,301948e5-773f-49c9-b148-9ac535b2707e,2019-08-13T15:01:01.145Z,2019-08-13T15:06:07.990Z,completed,completed normal,ASHRAE 169-2006-1A,s5 Prototype - hvac,DOE Ref 1980-2004,84237.9610667569,90783.5,62281.9,74434.0,65292.8,0.0,1116.4,156819.9,46834.936647985865,10603.335642510627,16270.965852237792,14109.313626023446,99875.62056006628,16127.889020584109,SmallOffice,28.93034,101512.36041069445,76526.75429409723,0.0,40803.52702948831,44926.53150285124,0.0,0.0,0.0,606.602957000523,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24093.511198364526,24.699996698758657,67.44183515105128,451.17,24.17
DOE Autogenerated 470,303fc06f-7d15-4cb8-b7f9-09f605b900e7,2019-08-13T15:44:11.588Z,2019-08-13T15:49:33.481Z,completed,completed normal,ASHRAE 169-2006-4C,s3 Prototype - swh exhaust,90.1-2013,46695.806991703495,61687.6,78936.3,64587.2,86652.1,0.0,4268.4,61164.9,42635.31129246411,30354.503876900206,272.2822214882608,10672.513168460295,42163.17760726856,19978.58195346519,SmallOffice,15.73615,46147.70403229723,6682.110698208887,0.0,19174.340343938406,17089.14267924911,0.0,0.0,0.0,7828.969413788001,0.0,46698.94951783714,42158.90551153635,9.478171203133172,0.0,35277.75321806167,17.464315473378488,31.793269720250382,3.83,18.5
DOE Autogenerated 112,308a6b1b-0528-456a-a1f0-09bceb281b68,2019-08-13T14:55:51.915Z,2019-08-13T15:01:08.532Z,completed,completed normal,ASHRAE 169-2006-8A,s1 Prototype - const,DOE Ref 1980-2004,84237.9610667569,35774.7,93728.7,53883.8,84732.2,0.0,32079.3,47328.8,37792.917206989405,107769.4035435759,156.6820695826599,245460.70190270385,99875.62056006628,18141.75349581624,SmallOffice,22.6431,84190.77366085,5459.426613004708,0.0,40869.874227910244,56821.63636278337,0.0,0.0,0.0,344910.6500820162,0.0,84241.98565344764,99871.48996741425,0.0,0.0,15904.371278857467,360.81285665394904,117.78806948373645,130.17,539.67
DOE Autogenerated 129,315ac110-2eeb-4b5b-a2b0-849674f81b19,2019-08-13T15:00:23.860Z,2019-08-13T15:05:49.775Z,completed,completed normal,ASHRAE 169-2006-2B,s3 Prototype - swh exhaust,DOE Ref 1980-2004,84237.9610667569,101141.4,82025.0,121243.6,61568.4,0.0,9892.3,154771.9,65450.91827970229,21950.357526788433,33562.81679707844,34451.10303233571,99875.62056006628,16504.102026894965,SmallOffice,35.5771,114493.63957736111,92582.77631220482,0.0,40775.09251587891,73190.43803059436,0.0,0.0,0.0,7914.272954616199,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24245.16193761466,32.1604460945737,76.84923902742143,495.67,122.17
DOE Autogenerated 275,318508b0-8762-4a96-aa6e-e1c3ae5a3dbb,2019-08-13T15:17:11.546Z,2019-08-13T15:22:33.666Z,completed,completed normal,ASHRAE 169-2006-5A,s1 Prototype - const,90.1-2007,50981.18200373395,62939.3,93480.6,63458.5,88118.2,0.0,14703.3,73078.5,43182.2140695533,35431.58499023227,965.2472009521729,31294.935664241362,68456.7196866106,20096.158996564336,SmallOffice,21.59245,65134.336218225,12056.233770385395,0.0,23562.733610989068,20093.722950642325,0.0,0.0,0.0,41457.520842504484,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24595.854272130582,18.95437384127062,43.83805417430275,8.0,36.33
DOE Autogenerated 250,3193c019-9274-451f-b47b-813fde41cac8,2019-08-13T15:12:04.087Z,2019-08-13T15:17:38.616Z,completed,completed normal,ASHRAE 169-2006-6B,s5 Prototype - hvac,90.1-2004,50981.18200373395,68975.1,120465.8,70866.9,105884.4,0.0,16802.9,66836.9,60038.40926357243,44687.60519853147,383.2559885578913,20830.66457741439,68456.7196866106,20293.781987254864,SmallOffice,23.3421,66199.82854762778,9544.518401555104,0.0,29657.197694603696,24510.550731302385,0.0,0.0,0.0,44500.01379871024,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,36614.17535770344,38.39505878749921,48.032712375907096,6.33,30.5
DOE Autogenerated 133,31c4f88a-495b-4584-8dfc-f43c5449fd7e,2019-08-13T15:00:38.473Z,2019-08-13T15:06:02.828Z,completed,completed normal,ASHRAE 169-2006-4B,s3 Prototype - swh exhaust,DOE Ref 1980-2004,84237.9610667569,93787.5,107193.2,87712.2,109719.0,0.0,10085.2,92329.6,56146.12661445726,47852.337153689696,5613.882558703429,79614.60326184488,99875.62056006628,17178.369194178,SmallOffice,29.39053,91971.66289075556,29742.501235431897,0.0,40746.658002269505,59210.13550597293,0.0,0.0,0.0,58281.27472806588,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,25704.80030289716,83.98496056618178,72.30143711685244,231.0,254.33
DOE Autogenerated 217,323ff59e-471a-47a8-a407-d17d0d8ca66d,2019-08-13T15:11:19.879Z,2019-08-13T15:16:54.724Z,completed,completed normal,ASHRAE 169-2006-4B,s3 Prototype - swh exhaust,90.1-2004,50981.18200373395,100159.9,115258.4,88768.1,108216.8,0.0,6277.9,97849.6,66260.65165378913,31772.395236828812,1125.590786846581,15948.014473366151,68456.7196866106,19639.074832796938,SmallOffice,21.47251,64290.91083178889,17619.920266624566,0.0,29666.67586580683,24349.421820849122,0.0,0.0,0.0,10549.204549087219,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,35789.57446303086,18.033305249094386,43.147270626523145,9.5,13.17
DOE Autogenerated 428,32c98864-ee6f-4eed-a793-f62168d5c9e7,2019-08-13T15:38:49.671Z,2019-08-13T15:44:12.054Z,completed,completed normal,ASHRAE 169-2006-4C,s0 Prototype,90.1-2013,46695.806991703495,202653.5,180305.4,39518.3,55735.8,0.0,7415.8,65533.9,41750.585506968586,31611.552471373743,1386.69965988806,39614.504400598045,42197.85670987294,19532.41748529917,SmallOffice,15.96847,45705.293757655556,8634.613966054321,0.0,11297.98007413474,19411.294624016737,0.0,0.0,0.0,4407.349609456925,0.0,46698.94951783714,42196.81819634888,0.0,0.0,23600.646295801598,0.29158695422241604,28.397922157473317,7.83,11.17
DOE Autogenerated 130,32d91e1d-3e7f-4514-820a-f896fe2667fd,2019-08-13T15:00:26.442Z,2019-08-13T15:05:42.627Z,completed,completed normal,ASHRAE 169-2006-3A,s3 Prototype - swh exhaust,DOE Ref 1980-2004,84237.9610667569,81788.1,87280.2,73878.2,87358.0,0.0,10169.5,103133.5,36982.006227549056,37274.66196949384,10292.02404572488,68308.89798334485,99875.62056006628,17103.218798278787,SmallOffice,32.32994,95633.84570711946,48092.24068469772,0.0,40756.136173472645,53343.147531233495,0.0,0.0,0.0,73389.47962586016,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,25259.32625634991,98.65217123577041,77.23855843340195,265.0,249.5
DOE Autogenerated 6,32e7d37d-8cac-44dd-99f4-f5abecad21cb,2019-08-13T14:45:31.783Z,2019-08-13T14:50:13.345Z,completed,completed normal,ASHRAE 169-2006-4A,s0 Prototype,DOE Ref Pre-1980,84237.9610667569,60299.6,92593.2,47976.3,72288.3,0.0,25101.7,76707.2,66607.79117248494,40746.2564889144,3294.7000574089625,111516.47807612967,99875.62056006628,17075.814339857614,SmallOffice,32.41013,99319.24306243056,40102.142360456455,0.0,41182.65387761364,73484.2613378915,0.0,0.0,0.0,131016.76054090985,0.0,84241.98565344764,99871.48996741425,0.0,0.0,14037.171551840229,145.0529094150716,87.95690066353838,226.83,379.83
DOE Autogenerated 199,3304209b-519f-4e55-9b8e-c5eb0cc0bf49,2019-08-13T15:06:21.022Z,2019-08-13T15:11:46.101Z,completed,completed normal,ASHRAE 169-2006-2B,s2 Prototype - loads,90.1-2004,50981.18200373395,112394.7,87958.6,97024.2,87920.6,0.0,4458.8,150746.0,81515.02259003225,21978.967668552534,5299.482422189318,4635.063703556109,68456.7196866106,18789.06238915992,SmallOffice,25.95782,70257.23945819722,41931.42940266115,0.0,29676.15403700996,25060.284661084108,0.0,0.0,0.0,786.6882098600532,0.0,50983.08290165334,68460.83060023091,0.0,0.0,22842.392599550945,0.012952929123196014,43.57276572951956,53.83,1.17
DOE Autogenerated 302,3309ec1a-173b-42f8-9de8-427c58543d13,2019-08-13T15:22:17.361Z,2019-08-13T15:27:43.912Z,completed,completed normal,ASHRAE 169-2006-4C,s3 Prototype - swh exhaust,90.1-2007,50981.18200373395,63471.5,88311.6,64232.4,86920.9,0.0,5700.7,72866.3,42638.36267921803,31027.536884129753,472.3770466459477,18915.15836855635,68456.7196866106,20063.961343120875,SmallOffice,19.959580000000003,59939.13918318056,7231.844627990611,0.0,29695.11037941623,19269.122055969743,0.0,0.0,0.0,11184.242019697142,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,36036.00691431232,18.332821589926265,40.50299943988551,3.5,30.17
DOE Autogenerated 502,34829813-9291-4bb3-a63a-4d066b788b30,2019-08-13T15:45:09.688Z,2019-08-13T15:50:17.943Z,completed,completed normal,ASHRAE 169-2006-6B,s5 Prototype - hvac,90.1-2013,46695.806991703495,65816.6,95326.9,73636.9,100891.6,0.0,10262.7,54688.4,48107.17117345053,41030.20108915007,228.21842877075608,11763.476751724318,42215.604539249805,20222.378158471984,SmallOffice,17.27641,48813.326595580555,6255.592994067894,0.0,19136.427659125875,18889.995207844415,0.0,0.0,0.0,24576.897929724317,0.0,46698.94951783714,42215.77453875515,9.478171203133172,0.0,35836.965319046525,27.060031336220465,35.190339935266294,5.17,22.0
DOE Autogenerated 22,350405e7-8af1-4ca2-8859-099076571a38,2019-08-13T14:45:33.359Z,2019-08-13T14:50:35.221Z,completed,completed normal,ASHRAE 169-2006-4C,s1 Prototype - const,DOE Ref Pre-1980,84237.9610667569,53245.2,98257.4,73693.9,101890.5,0.0,19218.1,67734.8,60463.23634605616,44896.15873549178,2045.6429127436022,102141.10278137503,99875.62056006628,17393.90493090244,SmallOffice,31.311650000000004,91005.09538119167,20368.58991553319,0.0,41163.69753520737,64878.08188544656,0.0,0.0,0.0,90440.70962029674,0.0,84241.98565344764,99871.48996741425,0.0,0.0,14255.169489512291,104.69702217725612,75.46594927962336,162.67,370.5
DOE Autogenerated 433,35187f56-3e4b-4d26-9079-eccbd0444808,2019-08-13T15:39:01.544Z,2019-08-13T15:44:21.976Z,completed,completed normal,ASHRAE 169-2006-7A,s0 Prototype,90.1-2013,46695.806991703495,189325.8,176236.0,36882.3,61718.4,0.0,16790.1,61009.4,45843.72802727219,41519.47216473277,2256.2108681085365,51708.87484878007,41078.29612172657,20152.323678033677,SmallOffice,16.431459999999998,47492.88567445833,6464.112760536824,0.0,11307.458245337875,18624.606414156682,0.0,0.0,0.0,37647.296018844965,0.0,46698.94951783714,41078.39399437917,0.0,0.0,24557.94158731805,24.324743230066137,33.87423362478346,2.67,76.33
DOE Autogenerated 381,354a2753-4098-46fc-8ddb-da4b292d0f2e,2019-08-13T15:32:52.073Z,2019-08-13T15:38:32.867Z,completed,completed normal,ASHRAE 169-2006-2B,s3 Prototype - swh exhaust,90.1-2010,48441.792012693084,80372.6,70831.8,103317.0,79122.5,0.0,4237.6,138130.3,73714.58450911083,16948.707729098525,3006.9850697691886,2529.0307391390043,49407.461458425816,18876.050347751352,SmallOffice,19.63927,55284.72533743612,29837.282947463227,0.0,19126.949487922742,22719.176373910213,0.0,0.0,0.0,786.6882098600533,0.0,48442.93301921365,49409.70648193323,9.478171203133172,0.0,33789.68033916977,15.467505686011915,37.095593311436474,43.83,2.0
DOE Autogenerated 222,362dcf53-eea7-4979-b8d5-19ad2fdf80af,2019-08-13T15:11:27.673Z,2019-08-13T15:16:52.065Z,completed,completed normal,ASHRAE 169-2006-6B,s3 Prototype - swh exhaust,90.1-2004,50981.18200373395,68975.1,120465.8,70866.9,105884.4,0.0,16802.9,66836.9,60038.40926357243,44687.60519853147,383.2559885578913,20830.66457741439,68456.7196866106,20293.781987254864,SmallOffice,23.3421,66199.82854762778,9544.518401555104,0.0,29657.197694603696,24510.550731302385,0.0,0.0,0.0,44500.01379871024,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,36614.17535770344,38.39505878749921,48.032712375907096,6.33,30.5
DOE Autogenerated 194,36fe022c-81af-437f-a763-8f8f0a298504,2019-08-13T15:06:17.014Z,2019-08-13T15:11:37.042Z,completed,completed normal,ASHRAE 169-2006-6B,s1 Prototype - const,90.1-2004,50981.18200373395,68975.1,120465.8,70866.9,105884.3,0.0,16803.0,66836.7,60038.41176635239,44687.58698792641,383.25594857356845,20830.652890779344,68456.7196866106,20293.784636413715,SmallOffice,23.958009999999998,66100.17676104445,9544.518401555104,0.0,23543.777268582802,24510.550731302385,0.0,0.0,0.0,44500.01379871024,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24956.024777849645,20.951256260848854,44.801016775820955,6.33,30.33
DOE Autogenerated 186,37a3ebaf-5926-446a-8c00-3d19254cad22,2019-08-13T15:06:06.753Z,2019-08-13T15:11:26.128Z,completed,completed normal,ASHRAE 169-2006-3A,s1 Prototype - const,90.1-2004,50981.18200373395,84706.5,89578.9,74647.6,83978.4,0.0,6080.0,110063.5,56566.60100250154,23635.666314064365,1851.572779557562,14654.284650767722,68456.7196866106,19487.481412017696,SmallOffice,23.608790000000003,65759.29288915278,26633.661080804213,0.0,23572.2117821922,20994.14921493998,0.0,0.0,0.0,12056.233770385395,0.0,50983.08290165334,68460.83060023091,0.0,0.0,23704.906179036065,2.0262648723204424,41.14899402945497,24.67,14.0
DOE Autogenerated 281,37d84cf7-cc25-41b4-a990-0142498d781b,2019-08-13T15:17:20.706Z,2019-08-13T15:22:36.243Z,completed,completed normal,ASHRAE 169-2006-1A,s2 Prototype - loads,90.1-2007,50981.18200373395,72105.3,55507.7,75108.6,66442.4,0.0,10108.7,153322.9,60276.750248537996,9837.332416019746,3761.32618048318,2747.685141212483,68456.7196866106,18497.065780204044,SmallOffice,20.02455,66341.53392905001,35325.14407407733,0.0,29704.588550619363,19117.47131671961,0.0,0.0,0.0,28.434513609399517,0.0,50983.08290165334,68460.83060023091,0.0,0.0,22757.089058722748,0.0,41.14210342049956,23.83,0.0
DOE Autogenerated 206,3849c41c-64fb-49f5-86b8-726af532215c,2019-08-13T15:06:32.329Z,2019-08-13T15:12:03.912Z,completed,completed normal,ASHRAE 169-2006-5B,s2 Prototype - loads,90.1-2004,50981.18200373395,79106.8,111297.2,75988.7,102971.9,0.0,11440.4,84054.7,66079.4105726253,36498.75452736106,841.2697785426647,18794.16971818569,68456.7196866106,19967.152053218608,SmallOffice,24.384220000000003,66709.02636695278,13174.657972355111,0.0,29619.285009791165,23960.81680152066,0.0,0.0,0.0,21723.96839758123,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24444.203532880452,4.7374719890305546,42.23081963545395,18.33,22.5
DOE Autogenerated 500,38646c48-b8cd-4549-97cb-8f99ffef384c,2019-08-13T15:45:03.151Z,2019-08-13T15:50:07.826Z,completed,completed normal,ASHRAE 169-2006-5B,s5 Prototype - hvac,90.1-2013,46695.806991703495,72859.3,90981.9,78661.6,98385.4,0.0,6730.7,70114.4,53374.4576856954,33399.6896243181,505.3735287307437,10638.923522569117,42262.88908393323,19891.836452172058,SmallOffice,17.16237,47981.3637246389,8359.747001163458,0.0,19079.558631907075,18586.69372934415,0.0,0.0,0.0,11847.714003916464,0.0,46698.94951783714,42263.16539477082,9.478171203133172,0.0,35353.57858768673,18.467322352608743,33.112821335210924,6.0,14.83
DOE Autogenerated 38,38b582d1-9991-471e-8a29-c9e2f1358300,2019-08-13T14:45:35.014Z,2019-08-13T14:50:41.799Z,completed,completed normal,ASHRAE 169-2006-5B,s2 Prototype - loads,DOE Ref Pre-1980,84237.9610667569,62867.1,104355.6,90607.1,116190.3,0.0,21432.9,71815.1,55799.89708137633,51558.506455674025,4864.230695602883,103852.1430571288,99875.62056006628,17389.1781224434,SmallOffice,31.10134,94433.93979395555,26102.883493428755,0.0,40708.745317456975,71304.28196117085,0.0,0.0,0.0,116505.68042891295,0.0,84241.98565344764,99871.48996741425,0.0,0.0,14312.03851673109,130.82097369367608,82.34105436488123,199.83,406.83
DOE Autogenerated 198,38b9fb55-db44-4d49-8824-6a12752809b8,2019-08-13T15:06:20.673Z,2019-08-13T15:11:41.486Z,completed,completed normal,ASHRAE 169-2006-2A,s2 Prototype - loads,90.1-2004,50981.18200373395,91875.7,81078.2,79042.7,76974.9,0.0,2892.6,121518.0,53764.30654738375,25038.506660613297,2594.379671226917,7885.7233234516925,68456.7196866106,19022.6770967286,SmallOffice,22.9935,67004.93796850834,33486.3788606695,0.0,29685.632208213094,20387.546257939455,0.0,0.0,0.0,2483.280855220891,0.0,50983.08290165334,68460.83060023091,0.0,0.0,23287.866646098206,0.13121519839562634,41.577934436929084,24.33,5.67
DOE Autogenerated 437,38dcee88-24fb-4536-8bc7-7c2f2941002c,2019-08-13T15:39:18.047Z,2019-08-13T15:44:31.341Z,completed,completed normal,ASHRAE 169-2006-2B,s1 Prototype - const,90.1-2013,46695.806991703495,77268.9,68713.4,103851.0,78732.1,0.0,4450.1,126475.2,61558.12038517876,15390.181627513057,3063.0758875139654,2563.8013042804123,42072.87808580736,18846.600878134384,SmallOffice,18.46864,49692.32459202778,26576.792053585414,0.0,11279.023731728475,20169.54832026739,0.0,0.0,0.0,635.0374706099226,0.0,46698.94951783714,42073.60197070816,0.0,0.0,22131.529759315956,0.009683700530762144,30.81824855306022,34.5,0.83
DOE Autogenerated 479,38df17a4-71a3-4f80-adcf-c55ef79aa37b,2019-08-13T15:44:27.266Z,2019-08-13T15:49:57.287Z,completed,completed normal,ASHRAE 169-2006-2B,s4 Prototype - setpoints,90.1-2013,46695.806991703495,77268.9,68713.4,103851.0,78732.1,0.0,4450.1,126475.3,61558.118355171304,15390.18529977792,3063.075747923532,2563.8019490672114,42072.87808580736,18846.6006043896,SmallOffice,18.025599999999997,50880.19444320833,26576.792053585414,0.0,19126.949487922742,20169.54832026739,0.0,0.0,0.0,635.0374706099226,0.0,46698.94951783714,42073.60197070816,9.478171203133172,0.0,33789.68033916977,15.461766200045405,34.363466860617386,34.5,0.83
DOE Autogenerated 402,3a1d80e9-307e-4632-9139-ea76d1978cf8,2019-08-13T15:33:38.229Z,2019-08-13T15:39:19.720Z,completed,completed normal,ASHRAE 169-2006-5B,s4 Prototype - setpoints,90.1-2010,48441.792012693084,75762.4,101226.5,78592.8,98358.4,0.0,8783.5,75324.7,53470.81837356048,33939.987919399544,499.6460535061366,10501.474368186542,47618.547076065486,20013.34079659946,SmallOffice,19.410310000000003,50624.150712877774,8189.139919507062,0.0,19079.558631907075,18871.038865438146,0.0,0.0,0.0,14567.949139215687,0.0,48442.93301921365,47618.33212454106,9.478171203133172,0.0,35353.57858768673,19.385851837055895,34.91816088152769,5.67,16.5
DOE Autogenerated 353,3a6a42ea-9b0d-4e6c-b353-f9dae368baa0,2019-08-13T15:27:58.596Z,2019-08-13T15:33:37.891Z,completed,completed normal,ASHRAE 169-2006-2B,s1 Prototype - const,90.1-2010,48441.792012693084,80372.6,70831.9,103316.9,79122.5,0.0,4237.6,138130.7,73714.56762909041,16948.750866694372,3006.984999350778,2529.038906113278,49407.461458425816,18876.00346643159,SmallOffice,20.54035,54097.060421319446,29837.282947463227,0.0,11279.023731728475,22719.176373910213,0.0,0.0,0.0,786.6882098600533,0.0,48442.93301921365,49409.70648193323,0.0,0.0,22131.529759315956,0.015378302674411832,33.55209765611815,44.0,1.83
DOE Autogenerated 193,3ab12ba7-0e07-44f5-87db-160022c03e4e,2019-08-13T15:06:16.887Z,2019-08-13T15:11:41.861Z,completed,completed normal,ASHRAE 169-2006-6A,s1 Prototype - const,90.1-2004,50981.18200373395,58318.8,105158.7,55586.7,90018.6,0.0,19967.7,65543.7,48531.34455322251,41645.612888785625,323.705126146614,33231.312081124575,68456.7196866106,20281.38867989931,SmallOffice,23.051450000000003,67357.94594868334,11013.634938040746,0.0,23553.255439785935,21496.492288706035,0.0,0.0,0.0,63664.87597144552,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24870.721237021447,34.19946913967387,47.98792341769695,7.67,55.5
DOE Autogenerated 344,3b2978ac-ffc1-422a-a0d4-cc67a5bfdbd9,2019-08-13T15:27:46.626Z,2019-08-13T15:32:51.912Z,completed,completed normal,ASHRAE 169-2006-4C,s0 Prototype,90.1-2010,48441.792012693084,201886.1,181770.7,38045.2,59671.0,0.0,8745.2,70952.0,41989.431579312324,31528.874669636338,1241.9367218812374,39618.701304628325,47517.0430276069,19776.953913453457,SmallOffice,17.55978,48267.69202834722,8179.661748303927,0.0,11297.98007413474,20036.853923423525,0.0,0.0,0.0,6217.680309255362,0.0,48442.93301921365,47514.072241306596,0.0,0.0,23610.12446700473,0.6063458348213263,30.04305504557687,8.67,19.0
DOE Autogenerated 406,3c3c9726-2365-4290-a640-2f3833aeb526,2019-08-13T15:33:43.378Z,2019-08-13T15:39:29.282Z,completed,completed normal,ASHRAE 169-2006-8A,s4 Prototype - setpoints,90.1-2010,48441.792012693084,36429.4,119595.1,50100.9,95793.8,0.0,38197.1,44378.5,35375.01839626633,64245.835860161045,12.992932618521124,14580.187229186973,48369.94262440298,20654.827976765413,SmallOffice,18.91573,51176.62335548889,3459.532489143608,0.0,19468.163651235536,19780.943300938932,0.0,0.0,0.0,135168.19952788216,0.0,48442.93301921365,48367.10764958858,9.478171203133172,0.0,36832.17329537551,136.9015887706872,56.61841113434489,1.5,78.0
DOE Autogenerated 4,3c8b4a7b-77e0-43dd-b125-87c9f84945e2,2019-08-13T14:45:31.779Z,2019-08-13T14:50:17.190Z,completed,completed normal,ASHRAE 169-2006-3A,s0 Prototype,DOE Ref Pre-1980,84237.9610667569,80189.0,88547.5,58222.3,65603.6,0.0,18555.7,90044.1,77628.01248076785,30971.16910723769,7591.0540929273975,77173.35870410113,99875.62056006628,16769.083721823194,SmallOffice,35.62271,108193.93805555555,64309.39161325857,0.0,41201.6102200199,79540.81273669358,0.0,0.0,0.0,78773.0808692398,0.0,84241.98565344764,99871.48996741425,0.0,0.0,13430.568594839706,92.20264497468932,83.85526568283204,324.0,276.33
