name,_id,run_start_time,run_end_time,status,status_message,openstudio_model_articulation_testing_scenario_builder.climate_zone,openstudio_model_articulation_testing_scenario_builder.scenario,openstudio_model_articulation_testing_scenario_builder.template,envelope_and_internal_load_breakdown.electric_equipment_total_heating_energy_annual,envelope_and_internal_load_breakdown.ext_roof_heat_gain,envelope_and_internal_load_breakdown.ext_roof_heat_loss,envelope_and_internal_load_breakdown.ext_wall_heat_gain,envelope_and_internal_load_breakdown.ext_wall_heat_loss,envelope_and_internal_load_breakdown.gas_equipment_total_heating_energy_annual,envelope_and_internal_load_breakdown.ground_heat_gain,envelope_and_internal_load_breakdown.ground_heat_loss,envelope_and_internal_load_breakdown.surface_window_heat_gain_energy_annual,envelope_and_internal_load_breakdown.surface_window_heat_loss_energy_annual,envelope_and_internal_load_breakdown.zone_infiltration_sensible_heat_gain_energy_annual,envelope_and_internal_load_breakdown.zone_infiltration_sensible_heat_loss_energy_annual,envelope_and_internal_load_breakdown.zone_lights_total_heating_energy_annual,envelope_and_internal_load_breakdown.zone_people_sensible_heating_energy_annual,openstudio_model_articulation_testing_scenario_builder.building_type,openstudio_results.annual_peak_electric_demand,openstudio_results.electricity_ip,openstudio_results.end_use_cooling,openstudio_results.end_use_exterior_equipment,openstudio_results.end_use_exterior_lighting,openstudio_results.end_use_fans,openstudio_results.end_use_generators,openstudio_results.end_use_heat_recovery,openstudio_results.end_use_heat_rejection,openstudio_results.end_use_heating,openstudio_results.end_use_humidification,openstudio_results.end_use_interior_equipment,openstudio_results.end_use_interior_lighting,openstudio_results.end_use_pumps,openstudio_results.end_use_refrigeration,openstudio_results.end_use_water_systems,openstudio_results.natural_gas_ip,openstudio_results.total_site_eui,openstudio_results.unmet_hours_during_occupied_cooling,openstudio_results.unmet_hours_during_occupied_heating
DOE Autogenerated 420,007e2fb5-0de2-4ae2-8b15-3e8ebf2fb26d,2019-08-13T15:34:17.973Z,2019-08-13T15:40:00.608Z,completed,completed normal,ASHRAE 169-2006-8A,s5 Prototype - hvac,90.1-2010,48441.792012693084,36429.4,119595.1,50100.9,95793.8,0.0,38197.1,44378.5,35375.01839626633,64245.835860161045,12.992932618521124,14580.187229186973,48369.94262440298,20654.827976765413,SmallOffice,18.91573,51176.62335548889,3459.532489143608,0.0,19468.163651235536,19780.943300938932,0.0,0.0,0.0,135168.19952788216,0.0,48442.93301921365,48367.10764958858,9.478171203133172,0.0,36832.17329537551,136.9015887706872,56.61841113434489,1.5,78.0
DOE Autogenerated 76,00b26069-8762-49aa-a9f2-0d65714cc1ab,2019-08-13T14:50:40.902Z,2019-08-13T14:55:52.527Z,completed,completed normal,ASHRAE 169-2006-4A,s5 Prototype - hvac,DOE Ref Pre-1980,84237.9610667569,60305.7,93364.9,78130.5,100910.7,0.0,18680.6,85571.9,66779.19782531323,42022.346843000596,5263.5560678900365,96760.08842144386,99875.62056006628,17188.39813427064,SmallOffice,32.71209,96986.8657891361,38111.72640779849,0.0,40737.17983106638,67967.96569766798,0.0,0.0,0.0,115036.56389242731,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,25894.36372695983,140.92907580782173,85.7605190590022,219.83,390.0
DOE Autogenerated 143,015a32e0-7bc9-4991-9052-db0f26851f13,2019-08-13T15:00:49.727Z,2019-08-13T15:06:20.819Z,completed,completed normal,ASHRAE 169-2006-2B,s4 Prototype - setpoints,DOE Ref 1980-2004,84237.9610667569,101141.4,82025.0,121243.6,61568.4,0.0,9892.3,154771.9,65450.91827970229,21950.357526788433,33562.81679707844,34451.10303233571,99875.62056006628,16504.102026894965,SmallOffice,35.5771,114493.63957736111,92582.77631220482,0.0,40775.09251587891,73190.43803059436,0.0,0.0,0.0,7914.272954616199,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24245.16193761466,32.1604460945737,76.84923902742143,495.67,122.17
DOE Autogenerated 329,02171ca5-9289-4b40-92f0-7fa68662deb7,2019-08-13T15:22:53.613Z,2019-08-13T15:28:21.828Z,completed,completed normal,ASHRAE 169-2006-4B,s5 Prototype - hvac,90.1-2007,50981.18200373395,94581.6,107457.9,90889.0,105198.6,0.0,3755.5,99058.6,64918.68068156708,29418.564129432467,1145.915262994993,16174.653101151709,68456.7196866106,19547.856732280565,SmallOffice,19.37648,62164.106724652775,13752.826415746233,0.0,29666.67586580683,23230.997618879406,0.0,0.0,0.0,7734.1877017566685,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,35780.09629182772,17.488143888052054,41.72952783394805,8.67,11.67
DOE Autogenerated 101,025c6c2f-232f-4cac-8343-2f1b4a805307,2019-08-13T14:55:41.831Z,2019-08-13T15:01:00.959Z,completed,completed normal,ASHRAE 169-2006-2B,s1 Prototype - const,DOE Ref 1980-2004,84237.9610667569,101141.4,82025.0,121243.6,61568.4,0.0,9892.2,154772.7,65450.889678218366,21950.34483242113,33562.88840982409,34451.06626802341,99875.62056006628,16504.09655195011,SmallOffice,35.57847,114622.94750000001,92582.77631220482,0.0,41220.56656242617,73190.43803059436,0.0,0.0,0.0,7914.272954616199,0.0,84241.98565344764,99871.48996741425,0.0,0.0,12378.491591291924,20.301847050626908,74.7734430796049,498.0,122.17
DOE Autogenerated 53,03305407-2997-4bdb-98ac-ff73ef088b34,2019-08-13T14:50:25.786Z,2019-08-13T14:55:37.215Z,completed,completed normal,ASHRAE 169-2006-6A,s3 Prototype - swh exhaust,DOE Ref Pre-1980,84237.9610667569,42156.5,91117.9,65159.3,106104.1,0.0,28263.9,55328.3,38182.84730016207,63191.81364211468,1429.3622337248582,142460.49444266522,99875.62056006628,17682.191772057922,SmallOffice,29.93807,87781.91537311111,15800.111395623,0.0,40718.223488660115,58887.8776850664,0.0,0.0,0.0,178284.40033093496,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,26662.095594413615,204.94661636067877,91.68816541289154,162.83,486.0
DOE Autogenerated 82,0355d323-1674-4a76-8777-47932f9028ab,2019-08-13T14:50:43.861Z,2019-08-13T14:55:58.069Z,completed,completed normal,ASHRAE 169-2006-6B,s5 Prototype - hvac,DOE Ref Pre-1980,84237.9610667569,52509.8,105465.1,81713.6,122379.8,0.0,27922.3,56629.8,46699.47381297581,65190.633128262714,1867.644876523063,132727.53699603866,99875.62056006628,17646.8071911907,SmallOffice,27.70719,90717.17155922501,16359.323496607854,0.0,40708.745317456975,68356.57071699644,0.0,0.0,0.0,181298.4587735313,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,26728.442792835547,208.02538441527383,94.06714815474601,149.0,500.0
DOE Autogenerated 361,04c770d5-7fc3-4079-8ca3-fb2ba6ff5c96,2019-08-13T15:28:07.902Z,2019-08-13T15:33:43.267Z,completed,completed normal,ASHRAE 169-2006-6A,s1 Prototype - const,90.1-2010,48441.792012693084,56703.4,94434.1,58046.3,84847.7,0.0,15871.2,57914.3,38825.18242127976,39044.8715316088,190.43478273580783,18651.615517049762,47304.60724424664,20307.218658041675,SmallOffice,18.728180000000002,51021.67018387777,6928.543149490349,0.0,11335.892758947273,16311.93264059219,0.0,0.0,0.0,39884.14442278439,0.0,48442.93301921365,47305.55247483766,0.0,0.0,24102.98936956766,20.20347800117585,35.31264824422478,3.83,34.0
DOE Autogenerated 380,04cc8e9d-6387-4d46-a6d5-a12ce49ce76e,2019-08-13T15:32:36.483Z,2019-08-13T15:38:10.851Z,completed,completed normal,ASHRAE 169-2006-2A,s3 Prototype - swh exhaust,90.1-2010,48441.792012693084,66130.1,65648.7,80456.5,73972.6,0.0,2972.5,109146.2,49098.34973447537,19256.770139463497,1496.519855287137,4299.703041931619,49180.26088878725,19108.21771188167,SmallOffice,17.394360000000002,52298.46862950277,22681.26368909768,0.0,19126.949487922742,18397.130305281487,0.0,0.0,0.0,2407.455485595826,0.0,48442.93301921365,49182.23037305803,9.478171203133172,0.0,34225.676214513885,16.0187727896403,35.34537863676296,16.5,6.83
DOE Autogenerated 319,052136e6-7dcc-466d-b268-21783418b40a,2019-08-13T15:22:36.458Z,2019-08-13T15:28:09.297Z,completed,completed normal,ASHRAE 169-2006-6A,s4 Prototype - setpoints,90.1-2007,50981.18200373395,56529.7,94811.3,57872.7,84985.5,0.0,16146.4,63157.4,38775.96764626375,39038.90953716785,334.3291464925983,33367.438929167256,68456.7196866106,20282.952276083655,SmallOffice,22.28698,64037.10509331389,8046.967351460064,0.0,29761.457577838162,18738.344468594285,0.0,0.0,0.0,51798.20562512279,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,36528.87181687525,45.82720758827386,48.041325637101366,6.67,44.0
DOE Autogenerated 338,062791f5-8263-4593-abd7-fcaaedf965e1,2019-08-13T15:27:17.182Z,2019-08-13T15:32:36.323Z,completed,completed normal,ASHRAE 169-2006-2A,s0 Prototype,90.1-2010,48441.792012693084,246664.4,200781.7,48103.8,47155.7,0.0,4519.9,99967.5,47731.9994991063,20479.163436399853,2105.14548596334,38815.41583947438,49218.76854608374,18821.294568245543,SmallOffice,19.06673,52943.00739903611,27126.52598336714,0.0,11288.501902931608,20245.373689892458,0.0,0.0,0.0,1999.8941238610992,0.0,48442.93301921365,49220.14305787057,0.0,0.0,22539.091121050686,0.21617072088992512,32.87165002177166,87.0,4.67
DOE Autogenerated 277,06b8f87d-bdf4-43e8-bb26-a7f8d5eacb1f,2019-08-13T15:17:13.886Z,2019-08-13T15:22:36.650Z,completed,completed normal,ASHRAE 169-2006-6A,s1 Prototype - const,90.1-2007,50981.18200373395,56529.7,94811.3,57872.7,84985.5,0.0,16146.3,63157.5,38775.96754068362,39038.92193400244,334.3291358939516,33367.4406773141,68456.7196866106,20282.943039824695,SmallOffice,21.619419999999998,63884.31671009723,8046.967351460064,0.0,23553.255439785935,18738.344468594285,0.0,0.0,0.0,51798.20562512279,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24861.24306581831,28.46756623046541,44.7924035146267,6.67,43.83
DOE Autogenerated 115,075c07e6-c168-4750-a142-2a763557a4ec,2019-08-13T14:55:52.781Z,2019-08-13T15:01:15.016Z,completed,completed normal,ASHRAE 169-2006-2B,s2 Prototype - loads,DOE Ref 1980-2004,84237.9610667569,101141.4,82025.0,121243.6,61568.4,0.0,9892.2,154772.7,65450.88967821785,21950.344832418632,33562.88840982395,34451.06626801811,99875.62056006628,16504.09655195027,SmallOffice,35.57847,114492.30027777777,92582.77631220482,0.0,40775.09251587891,73190.43803059436,0.0,0.0,0.0,7914.272954616199,0.0,84241.98565344764,99871.48996741425,0.0,0.0,12378.491591291924,20.301847050626908,74.69247842437886,498.0,122.17
DOE Autogenerated 105,07f28d2e-508e-4d56-8fc8-c93cae948fdf,2019-08-13T14:55:45.613Z,2019-08-13T15:00:54.872Z,completed,completed normal,ASHRAE 169-2006-4B,s1 Prototype - const,DOE Ref 1980-2004,84237.9610667569,93787.5,107193.2,87712.2,109719.0,0.0,10085.0,92329.3,56146.12568192463,47852.327182316425,5613.886075474504,79614.55972915249,99875.62056006628,17178.3699489953,SmallOffice,29.38967,92100.73962866388,29742.501235431897,0.0,41192.13204881677,59210.13550597293,0.0,0.0,0.0,58281.27472806588,0.0,84241.98565344764,99871.48996741425,0.0,0.0,13847.608127777565,72.12947614576117,70.22564116903594,230.83,253.83
DOE Autogenerated 172,07f46a90-e07a-40d8-82df-d16df952fda9,2019-08-13T15:05:48.007Z,2019-08-13T15:11:11.018Z,completed,completed normal,ASHRAE 169-2006-3A,s0 Prototype,90.1-2004,50981.18200373395,238783.5,203132.8,44596.1,52885.7,0.0,7724.1,102589.5,55562.0727847019,24510.744422333253,2342.6796367865513,47181.075739748805,68456.7196866106,19172.49772634468,SmallOffice,23.48853,66080.84460633888,29932.06465949456,0.0,23572.2117821922,22245.26781375356,0.0,0.0,0.0,8378.703343569725,0.0,50983.08290165334,68460.83060023091,0.0,0.0,23685.949836629796,1.7752858036745176,41.302310078712786,84.5,17.5
DOE Autogenerated 425,08045c62-1ad8-4747-8b0a-bd3f82db313c,2019-08-13T15:38:41.716Z,2019-08-13T15:44:10.074Z,completed,completed normal,ASHRAE 169-2006-3B,s0 Prototype,90.1-2013,46695.806991703495,297872.2,253958.2,58137.9,60790.7,0.0,4696.6,86996.8,43905.31229321948,24688.421916865147,1281.8853434103028,40172.875159316674,42057.097962501284,18898.785455126126,SmallOffice,16.23358,48181.48109003333,18264.435908437626,0.0,11279.023731728475,21003.62738614311,0.0,0.0,0.0,2445.3681704083583,0.0,46698.94951783714,42054.64562830189,0.0,0.0,22832.914428347813,0.18168098516680023,29.912133475424113,15.5,5.5
DOE Autogenerated 471,09db3d4c-384b-4bf8-88a1-bed7b48721aa,2019-08-13T15:44:12.206Z,2019-08-13T15:49:37.962Z,completed,completed normal,ASHRAE 169-2006-5A,s3 Prototype - swh exhaust,90.1-2013,46695.806991703495,61303.4,82576.0,63749.9,87954.1,0.0,11774.3,61898.0,43262.519542684204,34733.43318162478,556.388943288705,17652.79658443436,41930.46925908477,20036.706879191155,SmallOffice,18.0272,49879.11893103056,10369.119296227691,0.0,19250.165713563474,17041.751823233444,0.0,0.0,0.0,25392.02065319377,0.0,46698.94951783714,41931.42940266115,9.478171203133172,0.0,35505.22932693687,25.98453266388744,35.6554560397563,7.67,23.83
DOE Autogenerated 240,0a6d3a17-f0ad-409d-9a56-206264f22bb5,2019-08-13T15:11:46.303Z,2019-08-13T15:17:20.557Z,completed,completed normal,ASHRAE 169-2006-2A,s5 Prototype - hvac,90.1-2004,50981.18200373395,91875.7,81078.1,79042.7,76974.9,0.0,2892.6,121517.6,53764.343924561166,25038.486315648748,2594.380076402665,7885.7030260403335,68456.7196866106,19022.712382726022,SmallOffice,22.83886,65773.9706609389,33486.3788606695,0.0,29685.632208213094,20387.546257939455,0.0,0.0,0.0,2483.280855220891,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,34946.017225952004,15.996055943133562,43.6967966907169,24.17,5.67
DOE Autogenerated 3,0b0f359c-7b22-445c-86d1-a1be18168961,2019-08-13T14:45:30.688Z,2019-08-13T14:50:33.159Z,completed,completed normal,ASHRAE 169-2006-2B,s0 Prototype,DOE Ref Pre-1980,84237.9610667569,123356.3,76098.0,90599.6,48947.0,0.0,6466.3,145609.7,118424.7273480334,16810.39515712296,32036.101255326343,34098.02926334006,99875.62056006628,16467.190430651575,SmallOffice,37.83203,121708.495,100042.09704907064,0.0,41220.56656242617,89900.45386171815,0.0,0.0,0.0,12473.273303323256,0.0,84241.98565344764,99871.48996741425,0.0,0.0,12501.707816932654,24.977120688843105,80.01719649467003,473.5,144.33
DOE Autogenerated 351,0b38e5f9-45db-4d8f-9aaf-64b172966097,2019-08-13T15:27:58.383Z,2019-08-13T15:33:23.045Z,completed,completed normal,ASHRAE 169-2006-1A,s1 Prototype - const,90.1-2010,48441.792012693084,72472.0,54859.5,75307.7,66202.3,0.0,10324.6,144956.5,60783.67381446163,9369.572229967598,2175.961273909921,1473.7182733416764,48657.26913039159,18526.03948903529,SmallOffice,17.15658,52054.04890495278,29894.151974682027,0.0,11288.501902931608,17269.227932108643,0.0,0.0,0.0,18.956342406266344,0.0,48442.93301921365,48660.93095688571,0.0,0.0,22036.748047284625,0.0,32.28078030384546,18.67,0.17
DOE Autogenerated 389,0b729e5a-983a-4953-b912-dc7dee8e879a,2019-08-13T15:33:12.580Z,2019-08-13T15:38:56.680Z,completed,completed normal,ASHRAE 169-2006-6A,s3 Prototype - swh exhaust,90.1-2010,48441.792012693084,56703.4,94434.1,58046.3,84847.7,0.0,15871.1,57914.4,38825.180458637595,39044.87860042719,190.43479440964109,18651.617056213305,47304.60724424664,20307.20343986335,SmallOffice,18.21737,51680.61380311111,6928.543149490349,0.0,19269.122055969743,16311.93264059219,0.0,0.0,0.0,39884.14442278439,0.0,48442.93301921365,47305.55247483766,9.478171203133172,0.0,35770.6181206246,37.563550843401785,38.87681572640933,3.83,33.83
DOE Autogenerated 86,0be61711-8378-4ebf-8bd7-12a613c65496,2019-08-13T14:55:22.184Z,2019-08-13T15:00:21.827Z,completed,completed normal,ASHRAE 169-2006-2A,s0 Prototype,DOE Ref 1980-2004,84237.9610667569,220243.2,203140.2,49511.3,47211.8,0.0,13143.0,97275.1,39512.37565329329,24318.865158435212,9245.480557369025,53274.81875624006,99875.62056006628,16456.476087028517,SmallOffice,32.00511,101190.09333333332,67787.88044480846,0.0,41230.0447336293,52139.41978843558,0.0,0.0,0.0,22548.56929225382,0.0,84241.98565344764,99871.48996741425,0.0,0.0,12823.965637839183,35.37260145852353,69.18171391229167,328.33,135.67
DOE Autogenerated 370,0c094644-b406-4a4a-9e27-0bc7eb9c08a3,2019-08-13T15:28:22.099Z,2019-08-13T15:33:51.700Z,completed,completed normal,ASHRAE 169-2006-4A,s2 Prototype - loads,90.1-2010,48441.792012693084,69532.9,87275.8,68572.1,86158.1,0.0,7539.6,80066.2,48744.65358846849,28158.207863605097,598.9003798730608,12323.029184506768,47199.40890992396,19891.42292358252,SmallOffice,18.494790000000002,52371.70412630833,12359.535248885659,0.0,19145.905830329008,16700.53765992065,0.0,0.0,0.0,14861.772446512816,0.0,48442.93301921365,47201.292591603196,0.0,0.0,23448.99555655147,3.4464881632097497,33.10420807401666,11.0,18.0
DOE Autogenerated 225,0cfa68d8-e931-4416-b8fe-889dfb2a0226,2019-08-13T15:11:31.267Z,2019-08-13T15:16:59.960Z,completed,completed normal,ASHRAE 169-2006-1A,s4 Prototype - setpoints,90.1-2004,50981.18200373395,95630.1,67394.0,74996.9,66630.7,0.0,9361.5,159461.6,61561.58974287516,10463.244051497142,3657.0386024687305,2862.879300745014,68456.7196866106,18479.196489231777,SmallOffice,21.90516,68530.45030879445,45864.87045196142,0.0,29704.588550619363,19761.986958532667,0.0,0.0,0.0,28.434513609399517,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,34405.76146737341,15.368560782573141,45.291972663893745,25.67,0.17
DOE Autogenerated 501,0d060291-2d4f-4f2f-8749-59d6cb1a2e23,2019-08-13T15:45:07.126Z,2019-08-13T15:50:10.174Z,completed,completed normal,ASHRAE 169-2006-6A,s5 Prototype - hvac,90.1-2013,46695.806991703495,55775.5,82587.5,58104.3,84886.4,0.0,12904.8,53327.8,38885.36863161539,38309.357921894756,192.21362632431556,18827.547219484397,42064.125293723584,20212.228409260108,SmallOffice,17.58484,49018.841706580555,7165.497429568678,0.0,19269.122055969743,16018.10933329506,0.0,0.0,0.0,33164.12103976296,0.0,46698.94951783714,42064.12379950502,9.478171203133172,0.0,35761.139949421464,32.885744689553015,36.375524675596395,5.0,30.67
DOE Autogenerated 33,0d3b35ce-03d9-4dad-91b5-607b96f05d90,2019-08-13T14:45:34.124Z,2019-08-13T14:50:35.463Z,completed,completed normal,ASHRAE 169-2006-3B,s2 Prototype - loads,DOE Ref Pre-1980,84237.9610667569,107508.3,98776.2,110128.4,104622.1,0.0,8040.3,124731.7,96141.0080085473,30320.00829322918,10736.098921905632,55079.68448089987,99875.62056006628,16578.12098896163,SmallOffice,33.81306,107544.87416666668,61228.98597224028,0.0,40775.09251587891,80829.8440203197,0.0,0.0,0.0,30709.27469815148,0.0,84241.98565344764,99871.48996741425,0.0,0.0,13278.917855589574,43.985703710175585,74.68903311990115,360.67,211.33
DOE Autogenerated 52,0d4ffd81-1642-4e8d-bdcd-353afd85f67d,2019-08-13T14:50:24.917Z,2019-08-13T14:55:39.512Z,completed,completed normal,ASHRAE 169-2006-5B,s3 Prototype - swh exhaust,DOE Ref Pre-1980,84237.9610667569,62867.1,104355.6,90607.1,116190.3,0.0,21432.8,71815.1,55799.936097033205,51558.49846910035,4864.231928403617,103852.07824595974,99875.62056006628,17389.186011084137,SmallOffice,31.10311,94435.70893490556,26102.883493428755,0.0,40708.745317456975,71304.28196117085,0.0,0.0,0.0,116515.15860011609,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,26169.230691850687,142.68018460669919,84.49609231568493,199.33,407.0
DOE Autogenerated 32,0dace4f2-00ff-42a9-a163-9488f2d37a93,2019-08-13T14:45:34.122Z,2019-08-13T14:50:41.334Z,completed,completed normal,ASHRAE 169-2006-3A,s2 Prototype - loads,DOE Ref Pre-1980,84237.9610667569,80597.9,88925.8,88284.2,93329.1,0.0,11836.5,110880.3,78122.74375331169,31912.99656263163,10247.652505745533,68386.99423526508,99875.62056006628,16873.662934737884,SmallOffice,35.57361,104790.39805555556,59968.38920222359,0.0,40756.136173472645,72716.5294704377,0.0,0.0,0.0,71086.2840234988,0.0,84241.98565344764,99871.48996741425,0.0,0.0,13449.524937245973,84.54094255936567,80.3513910290073,310.17,259.67
DOE Autogenerated 207,0dfc4a8c-8678-4713-80bd-fdd5dc10639f,2019-08-13T15:06:36.687Z,2019-08-13T15:12:07.131Z,completed,completed normal,ASHRAE 169-2006-6A,s2 Prototype - loads,90.1-2004,50981.18200373395,58318.8,105158.7,55586.7,90018.6,0.0,19967.7,65543.7,48531.34455322251,41645.612888785625,323.705126146614,33231.312081124575,68456.7196866106,20281.38867989931,SmallOffice,23.76404,69178.58761535001,11013.634938040746,0.0,29761.457577838162,21496.492288706035,0.0,0.0,0.0,63664.87597144552,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24870.721237021447,34.19946913967387,49.11798328638378,7.67,55.5
DOE Autogenerated 483,0f1413e3-1b03-4205-a6a2-36a3df1ad806,2019-08-13T15:44:40.591Z,2019-08-13T15:50:00.909Z,completed,completed normal,ASHRAE 169-2006-4B,s4 Prototype - setpoints,90.1-2013,46695.806991703495,89850.4,98560.1,91286.1,104897.9,0.0,2543.8,85794.9,64939.73357063673,28802.546552463344,663.0772442534976,9125.334989064191,42062.031138974955,19457.288414120863,SmallOffice,16.031,47987.67576226389,12046.755599182263,0.0,19117.47131671961,20539.196997189585,0.0,0.0,0.0,5175.081476910712,0.0,46698.94951783714,42064.12379950502,9.478171203133172,0.0,35031.3207667802,16.927559170104406,32.837196976994626,9.5,8.5
DOE Autogenerated 181,0f3921a3-5d5a-43c9-a3e6-6a835a5492ad,2019-08-13T15:06:03.474Z,2019-08-13T15:11:27.518Z,completed,completed normal,ASHRAE 169-2006-7A,s0 Prototype,90.1-2004,50981.18200373395,186638.8,181557.2,32978.1,74555.2,0.0,26454.5,66075.1,48418.19337268582,52759.87087556413,1841.1265704301243,70377.3924680302,68456.7196866106,20277.38569349465,SmallOffice,21.114060000000002,66506.29005909167,9174.869724632912,0.0,23534.299097379666,25060.284661084108,0.0,0.0,0.0,84886.50129526069,0.0,50983.08290165334,68460.83060023091,0.0,0.0,25335.151625974973,60.49934990813207,52.23942914318339,3.0,141.33
DOE Autogenerated 191,0f4d73a7-76ef-4e02-8c73-b93469f7a71b,2019-08-13T15:06:15.969Z,2019-08-13T15:11:46.883Z,completed,completed normal,ASHRAE 169-2006-5A,s1 Prototype - const,90.1-2004,50981.18200373395,65423.3,102941.5,60990.3,93775.6,0.0,18238.4,75198.4,53615.8864393605,37863.65006310552,931.9251164298478,31170.518084239673,68456.7196866106,20095.51139534408,SmallOffice,23.21514,68951.25657620556,16406.714352623523,0.0,23562.733610989068,22946.652482785412,0.0,0.0,0.0,51703.42391309146,0.0,50983.08290165334,68460.83060023091,0.0,0.0,24605.332443333715,23.39138461228813,47.01117959826792,8.83,38.33
DOE Autogenerated 416,0f607a96-ca89-44c1-8532-51cbf7e2f17d,2019-08-13T15:34:04.067Z,2019-08-13T15:39:40.703Z,completed,completed normal,ASHRAE 169-2006-5B,s5 Prototype - hvac,90.1-2010,48441.792012693084,75762.4,101226.5,78592.8,98358.4,0.0,8783.5,75324.7,53470.81837356048,33939.987919399544,499.6460535061366,10501.474368186542,47618.547076065486,20013.34079659946,SmallOffice,19.410310000000003,50624.150712877774,8189.139919507062,0.0,19079.558631907075,18871.038865438146,0.0,0.0,0.0,14567.949139215687,0.0,48442.93301921365,47618.33212454106,9.478171203133172,0.0,35353.57858768673,19.385851837055895,34.91816088152769,5.67,16.5
DOE Autogenerated 141,0f908e8e-3e07-4736-91cd-f957b4573f00,2019-08-13T15:00:48.354Z,2019-08-13T15:05:55.553Z,completed,completed normal,ASHRAE 169-2006-1A,s4 Prototype - setpoints,DOE Ref 1980-2004,84237.9610667569,90783.5,62281.9,74434.0,65292.8,0.0,1116.4,156819.9,46834.936647985865,10603.335642510627,16270.965852237792,14109.313626023446,99875.62056006628,16127.889020584109,SmallOffice,28.93034,101512.36041069445,76526.75429409723,0.0,40803.52702948831,44926.53150285124,0.0,0.0,0.0,606.602957000523,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24093.511198364526,24.699996698758657,67.44183515105128,451.17,24.17
DOE Autogenerated 294,0fc5389e-8d32-4b64-81ef-409ae8204460,2019-08-13T15:17:53.094Z,2019-08-13T15:23:13.239Z,completed,completed normal,ASHRAE 169-2006-8A,s2 Prototype - loads,90.1-2007,50981.18200373395,36290.8,119987.2,49983.1,95949.9,0.0,36915.0,48015.5,35339.82637347704,64273.02957193849,22.605821792053476,26148.172789215045,68456.7196866106,20642.164324314286,SmallOffice,22.05207,64667.31955566111,3867.0938508783343,0.0,29799.370262650697,22520.134778644417,0.0,0.0,0.0,170588.12531399087,0.0,50983.08290165334,68460.83060023091,0.0,0.0,25941.754582975493,151.49769280781302,67.63821750628038,1.33,82.83
DOE Autogenerated 323,11c5f924-6dad-4b32-bbd9-97e3d4ba445d,2019-08-13T15:22:44.430Z,2019-08-13T15:28:11.592Z,completed,completed normal,ASHRAE 169-2006-1A,s5 Prototype - hvac,90.1-2007,50981.18200373395,72105.3,55507.7,75108.6,66442.4,0.0,10108.7,153322.6,60276.77028600084,9837.311953523322,3761.3270748086984,2747.6744696539095,68456.7196866106,18497.09543040322,SmallOffice,19.80952,65256.01178988056,35325.14407407733,0.0,29704.588550619363,19117.47131671961,0.0,0.0,0.0,28.434513609399517,0.0,50983.08290165334,68460.83060023091,9.478171203133172,0.0,34415.23963857655,15.368541826230736,43.26268832652623,23.83,0.0
DOE Autogenerated 45,1267b496-b0a5-49ea-a214-5cb16ea88499,2019-08-13T14:50:15.934Z,2019-08-13T14:55:36.751Z,completed,completed normal,ASHRAE 169-2006-2B,s3 Prototype - swh exhaust,DOE Ref Pre-1980,84237.9610667569,123302.1,77420.1,126210.6,82328.5,0.0,2917.6,155876.9,118409.8954281295,18174.8808200536,33711.148791263295,31783.293741134716,99875.62056006628,16474.748544183556,SmallOffice,38.18667,120818.85791069445,97871.59584355314,0.0,40775.09251587891,89483.41432878029,0.0,0.0,0.0,8824.177390116984,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24349.421820849122,33.18107593608962,80.95776461708316,494.5,137.17
DOE Autogenerated 73,12860719-af82-4c4e-80ed-cce0a7d3c17f,2019-08-13T14:50:39.966Z,2019-08-13T14:55:56.177Z,completed,completed normal,ASHRAE 169-2006-2B,s5 Prototype - hvac,DOE Ref Pre-1980,84237.9610667569,123302.1,77420.1,126210.6,82328.5,0.0,2917.6,155876.9,118409.8954281295,18174.8808200536,33711.148791263295,31783.293741134716,99875.62056006628,16474.748544183556,SmallOffice,38.18667,120818.85791069445,97871.59584355314,0.0,40775.09251587891,89483.41432878029,0.0,0.0,0.0,8824.177390116984,0.0,84241.98565344764,99871.48996741425,9.478171203133172,0.0,24349.421820849122,33.18107593608962,80.95776461708316,494.5,137.17
